Setting_1,Setting_2,Setting_3,LPC_outlet_temperature,Physical_fan_speed,Corrected_core_speed,Burner_fuel_air_ratio,Maintenance_Status
41.9984,0.8417,100.0,549.07,2211.79,8078.01,0.02,0
0.0009,0.0,100.0,642.34,2388.1,8125.63,0.03,0
10.0071,0.25,100.0,605.03,2318.92,8137.01,0.03,1
42.004,0.841,100.0,549.42,2211.96,8084.6,0.02,0
42.005,0.8403,100.0,549.42,2211.66,8077.63,0.02,0
42.0047,0.8418,100.0,550.0,2211.88,8081.51,0.02,0
41.9987,0.8406,100.0,549.51,2212.1,8093.31,0.02,1
20.0028,0.7,100.0,606.98,2323.92,8058.59,0.02,1
20.0017,0.7012,100.0,607.48,2324.07,8071.58,0.02,1
42.003,0.8417,100.0,548.98,2211.94,8086.15,0.02,0
42.0041,0.8416,100.0,549.64,2212.09,8098.76,0.02,0
25.0075,0.62,60.0,537.16,1915.41,7877.99,0.02,1
42.0054,0.84,100.0,548.58,2212.08,8094.67,0.02,0
20.0061,0.7,100.0,607.06,2323.93,8055.58,0.02,0
35.0007,0.8403,100.0,555.39,2223.14,8080.36,0.02,0
25.0043,0.62,60.0,537.1,1915.37,7879.57,0.02,0
42.0,0.8406,100.0,549.37,2212.04,8095.22,0.02,1
42.0004,0.84,100.0,549.58,2211.73,8074.09,0.02,0
10.0022,0.25,100.0,604.25,2318.95,8123.2,0.03,0
25.0079,0.6208,60.0,536.5,1915.4,7876.17,0.02,1
42.0021,0.8407,100.0,549.57,2211.96,8086.36,0.02,0
35.0066,0.84,100.0,555.26,2223.02,8069.64,0.02,0
35.0054,0.8414,100.0,555.33,2223.0,8069.85,0.02,0
10.0054,0.25,100.0,604.66,2318.83,8133.58,0.03,0
34.9995,0.84,100.0,555.49,2222.99,8066.94,0.02,0
20.004,0.7,100.0,607.39,2323.9,8051.4,0.02,0
42.0,0.8418,100.0,550.09,2211.65,8075.58,0.02,1
20.007,0.7,100.0,606.58,2323.94,8061.36,0.02,0
34.9985,0.8412,100.0,555.97,2223.19,8092.89,0.02,1
0.001,0.0009,100.0,642.32,2388.07,8147.51,0.03,0
42.0014,0.84,100.0,549.65,2212.04,8089.24,0.02,0
0.0006,0.0,100.0,642.41,2388.17,8123.45,0.03,0
34.9996,0.84,100.0,555.53,2223.06,8084.29,0.02,0
10.0072,0.25,100.0,605.18,2318.91,8135.6,0.03,1
42.0073,0.84,100.0,549.86,2211.65,8073.6,0.02,1
20.0078,0.7,100.0,607.46,2324.04,8077.55,0.02,1
25.0009,0.62,60.0,537.04,1915.44,7882.91,0.02,1
20.0038,0.7015,100.0,607.35,2323.9,8056.22,0.02,0
25.0013,0.62,60.0,536.22,1915.42,7880.02,0.02,1
25.0026,0.62,60.0,536.9,1915.33,7871.09,0.02,1
0.0009,0.0,100.0,643.02,2388.12,8124.14,0.03,0
41.9987,0.84,100.0,548.82,2211.95,8084.47,0.02,0
42.0011,0.84,100.0,549.08,2212.05,8088.59,0.02,0
35.002,0.84,100.0,556.09,2222.91,8062.95,0.02,0
42.0048,0.84,100.0,550.02,2211.64,8073.97,0.02,1
25.0023,0.62,60.0,536.52,1915.41,7879.47,0.02,0
9.9982,0.25,100.0,605.07,2318.89,8128.69,0.03,0
20.001,0.701,100.0,606.82,2324.06,8080.64,0.02,1
0.0012,0.0,100.0,642.49,2388.04,8127.88,0.03,0
35.0014,0.8403,100.0,555.62,2223.28,8086.07,0.02,1
35.0015,0.8404,100.0,555.6,2223.23,8080.37,0.02,0
20.0033,0.7,100.0,607.46,2323.97,8055.02,0.02,0
35.002,0.8401,100.0,555.65,2222.98,8062.32,0.02,0
20.005,0.7007,100.0,608.02,2324.01,8068.98,0.02,0
41.9987,0.8411,100.0,549.95,2212.18,8102.25,0.02,1
20.0026,0.7,100.0,606.89,2323.99,8071.8,0.02,0
42.0052,0.8403,100.0,548.94,2211.87,8082.92,0.02,0
10.0068,0.25,100.0,604.77,2318.93,8131.12,0.03,0
42.0058,0.8416,100.0,549.33,2212.09,8093.52,0.02,0
42.005,0.84,100.0,549.6,2212.04,8092.19,0.02,0
25.0035,0.6214,60.0,536.83,1915.3,7876.04,0.02,0
42.0026,0.84,100.0,549.3,2211.78,8077.38,0.02,0
20.0079,0.7008,100.0,607.2,2323.96,8058.45,0.02,0
42.0067,0.8414,100.0,549.57,2212.22,8099.27,0.02,1
42.0069,0.84,100.0,549.3,2211.78,8076.81,0.02,1
10.0067,0.2513,100.0,604.52,2318.88,8144.31,0.03,0
42.0041,0.8418,100.0,548.72,2212.06,8092.75,0.02,0
42.0055,0.841,100.0,549.28,2211.9,8088.47,0.02,1
42.0005,0.84,100.0,549.27,2212.18,8099.54,0.02,0
42.0001,0.8409,100.0,550.0,2211.94,8093.22,0.02,1
20.0002,0.7,100.0,607.19,2323.99,8069.25,0.02,1
20.0063,0.7,100.0,606.79,2323.85,8064.32,0.02,1
25.0025,0.62,60.0,537.34,1915.34,7869.09,0.02,1
35.0077,0.8403,100.0,555.27,2222.92,8063.16,0.02,0
42.0029,0.8414,100.0,549.84,2211.84,8083.39,0.02,0
42.0016,0.84,100.0,549.37,2212.02,8096.64,0.02,0
25.0029,0.6205,60.0,536.39,1915.41,7873.21,0.02,0
35.0072,0.84,100.0,555.63,2223.02,8074.19,0.02,0
42.0016,0.8402,100.0,549.37,2211.9,8083.29,0.02,0
10.0074,0.25,100.0,604.2,2318.84,8139.25,0.03,0
10.0058,0.25,100.0,604.58,2318.9,8138.99,0.03,0
42.0014,0.84,100.0,549.52,2212.11,8094.55,0.02,0
20.0049,0.7018,100.0,608.09,2323.98,8061.94,0.02,0
25.0046,0.6206,60.0,537.04,1915.24,7870.86,0.02,0
20.0075,0.7008,100.0,607.34,2323.92,8059.33,0.02,0
0.0023,0.0019,100.0,642.5,2387.99,8144.37,0.03,0
41.9997,0.8418,100.0,549.23,2211.58,8070.1,0.02,0
25.003,0.621,60.0,536.7,1915.36,7878.04,0.02,0
0.0024,0.0,100.0,641.92,2388.01,8138.04,0.03,0
34.9994,0.8417,100.0,555.61,2223.07,8071.14,0.02,2
42.007,0.84,100.0,549.19,2212.05,8096.34,0.02,0
42.0068,0.8415,100.0,550.06,2211.93,8085.12,0.02,1
0.003,0.0004,100.0,642.31,2388.09,8147.04,0.03,1
0.0017,0.0018,100.0,642.33,2388.12,8129.74,0.03,0
9.9988,0.2504,100.0,604.33,2318.87,8138.84,0.03,1
10.0016,0.25,100.0,604.57,2318.91,8141.81,0.03,0
42.0056,0.8405,100.0,549.55,2211.95,8081.55,0.02,2
35.0045,0.8412,100.0,555.87,2222.92,8071.25,0.02,0
42.004,0.84,100.0,549.81,2211.9,8086.39,0.02,0
42.0055,0.84,100.0,549.56,2211.67,8073.92,0.02,2
20.0001,0.7,100.0,608.15,2323.97,8068.82,0.02,0
25.0022,0.62,60.0,536.4,1915.35,7875.72,0.02,0
0.0002,0.0,100.0,641.92,2388.02,8143.95,0.03,0
35.0061,0.84,100.0,555.47,2222.74,8054.3,0.02,0
20.0037,0.7011,100.0,607.34,2324.01,8072.0,0.02,1
34.9997,0.84,100.0,555.36,2223.1,8079.82,0.02,1
42.006,0.8414,100.0,549.6,2212.04,8086.03,0.02,0
20.0064,0.7,100.0,607.49,2323.95,8051.78,0.02,2
35.0036,0.8406,100.0,556.1,2222.71,8052.37,0.02,0
35.0047,0.8406,100.0,555.29,2223.07,8074.74,0.02,0
42.0025,0.84,100.0,549.49,2211.99,8089.99,0.02,0
25.004,0.6207,60.0,536.96,1915.71,7895.06,0.02,0
42.0053,0.8419,100.0,549.95,2211.95,8087.22,0.02,0
10.0047,0.25,100.0,604.15,2318.93,8132.02,0.03,0
25.0068,0.62,60.0,536.83,1915.45,7877.4,0.02,0
0.0005,0.0,100.0,642.9,2388.12,8144.22,0.03,1
20.0014,0.7,100.0,606.91,2324.05,8062.22,0.02,0
35.0009,0.8413,100.0,555.84,2222.8,8059.21,0.02,0
42.0039,0.84,100.0,549.94,2211.88,8085.38,0.02,1
20.0071,0.7002,100.0,607.15,2323.95,8052.14,0.02,0
0.0006,0.0,100.0,642.71,2388.12,8134.39,0.03,0
42.0044,0.84,100.0,549.8,2211.74,8074.59,0.02,0
20.0041,0.7001,100.0,607.46,2323.94,8062.41,0.02,0
35.0072,0.84,100.0,555.16,2223.05,8073.08,0.02,0
20.0002,0.7008,100.0,606.8,2323.88,8049.54,0.02,0
35.0076,0.84,100.0,556.03,2222.71,8059.61,0.02,0
42.0004,0.8408,100.0,549.37,2212.06,8099.4,0.02,1
24.9985,0.6216,60.0,537.05,1915.37,7877.81,0.02,1
10.0071,0.25,100.0,604.56,2318.82,8141.0,0.03,0
42.0052,0.8406,100.0,550.11,2212.07,8090.74,0.02,1
42.0001,0.84,100.0,550.08,2211.69,8079.43,0.02,1
42.0073,0.84,100.0,549.82,2211.82,8085.33,0.02,0
24.9986,0.6215,60.0,536.68,1915.52,7882.33,0.02,1
0.0024,0.0,100.0,642.61,2388.05,8134.09,0.03,0
25.0018,0.6204,60.0,536.61,1915.53,7877.1,0.02,0
25.002,0.6203,60.0,536.45,1915.42,7878.6,0.02,0
25.0034,0.62,60.0,536.76,1915.44,7873.41,0.02,1
25.002,0.62,60.0,537.13,1915.22,7869.49,0.02,0
20.0019,0.7,100.0,607.2,2324.02,8061.21,0.02,0
10.0017,0.2507,100.0,605.05,2318.98,8130.3,0.03,0
20.0068,0.7,100.0,607.45,2323.98,8055.6,0.02,0
19.9996,0.7014,100.0,607.14,2323.97,8064.66,0.02,0
24.9982,0.62,60.0,536.73,1915.27,7869.4,0.02,1
0.001,0.0,100.0,642.65,2388.12,8147.68,0.03,1
24.9996,0.62,60.0,536.71,1915.3,7870.51,0.02,1
0.001,0.0012,100.0,641.74,2387.97,8137.16,0.03,0
20.0026,0.7014,100.0,607.03,2323.85,8064.76,0.02,0
42.0031,0.8416,100.0,549.68,2211.97,8088.47,0.02,0
41.9988,0.8405,100.0,549.53,2211.65,8075.8,0.02,0
35.0044,0.8404,100.0,555.76,2223.11,8076.85,0.02,0
42.0021,0.84,100.0,549.11,2212.19,8097.34,0.02,0
42.0052,0.84,100.0,549.48,2211.68,8075.04,0.02,1
42.0014,0.84,100.0,549.39,2211.72,8076.48,0.02,0
20.0005,0.7,100.0,607.39,2324.03,8069.55,0.02,1
20.008,0.7,100.0,607.07,2323.96,8060.55,0.02,0
42.0061,0.8413,100.0,549.45,2211.84,8080.13,0.02,0
35.0004,0.84,100.0,555.49,2222.96,8070.62,0.02,0
35.0021,0.8403,100.0,556.13,2222.89,8059.74,0.02,0
42.0014,0.84,100.0,549.88,2212.04,8092.54,0.02,0
0.0008,0.0017,100.0,642.59,2387.98,8154.92,0.03,0
25.0076,0.6219,60.0,537.03,1915.39,7878.42,0.02,0
10.0063,0.2516,100.0,604.25,2318.83,8137.01,0.03,0
42.0016,0.84,100.0,549.17,2211.86,8079.17,0.02,0
10.0049,0.25,100.0,604.13,2318.92,8133.86,0.03,0
42.0071,0.84,100.0,549.4,2211.79,8081.55,0.02,0
20.0022,0.7,100.0,607.66,2324.09,8087.65,0.02,1
35.0006,0.8402,100.0,555.8,2222.96,8069.66,0.02,0
25.0075,0.621,60.0,537.18,1915.33,7876.62,0.02,0
24.9985,0.62,60.0,537.11,1915.28,7872.74,0.02,0
10.0015,0.25,100.0,604.38,2318.78,8143.8,0.03,0
42.0051,0.84,100.0,549.17,2212.15,8098.39,0.02,0
42.0057,0.8404,100.0,549.24,2212.11,8096.88,0.02,0
0.0016,0.0006,100.0,642.58,2388.09,8148.58,0.03,0
41.9995,0.8403,100.0,549.93,2212.22,8099.7,0.02,0
0.0024,0.0019,100.0,643.01,2388.11,8134.15,0.03,0
42.0032,0.84,100.0,549.8,2211.99,8093.08,0.02,1
10.0036,0.25,100.0,605.06,2318.95,8146.34,0.03,0
25.0065,0.62,60.0,537.17,1915.42,7880.54,0.02,1
34.9987,0.84,100.0,555.88,2222.78,8057.96,0.02,0
35.0042,0.84,100.0,555.51,2223.04,8077.85,0.02,0
41.9984,0.84,100.0,549.38,2211.88,8078.71,0.02,0
20.0001,0.7,100.0,607.47,2324.08,8077.07,0.02,0
20.0039,0.7,100.0,607.08,2324.04,8067.39,0.02,0
42.0069,0.8405,100.0,549.24,2212.07,8083.32,0.02,0
42.0025,0.84,100.0,549.76,2211.8,8075.98,0.02,0
9.9993,0.2504,100.0,604.66,2318.91,8140.73,0.03,0
42.006,0.84,100.0,549.53,2211.84,8074.62,0.02,0
0.0012,0.0,100.0,642.64,2388.15,8135.23,0.03,0
25.0028,0.62,60.0,536.43,1915.36,7872.02,0.02,0
19.9998,0.7,100.0,607.66,2323.93,8055.85,0.02,0
25.0028,0.6205,60.0,536.38,1915.2,7868.2,0.02,0
35.0014,0.84,100.0,555.72,2222.93,8072.63,0.02,0
20.0071,0.7,100.0,607.42,2323.99,8071.04,0.02,0
10.0044,0.2505,100.0,605.15,2318.86,8132.23,0.03,0
20.0012,0.7003,100.0,607.31,2323.97,8050.21,0.02,0
35.0048,0.84,100.0,555.4,2222.87,8066.07,0.02,0
10.0014,0.2502,100.0,605.19,2318.96,8137.26,0.03,0
42.0022,0.8405,100.0,549.71,2212.02,8095.24,0.02,0
42.0062,0.84,100.0,549.36,2212.11,8090.01,0.02,0
41.9992,0.84,100.0,548.85,2211.97,8092.43,0.02,0
34.9991,0.8404,100.0,554.57,2222.91,8069.36,0.02,0
10.0,0.25,100.0,604.13,2318.83,8136.54,0.03,0
42.0058,0.84,100.0,549.5,2211.71,8075.65,0.02,0
25.0065,0.622,60.0,536.14,1915.4,7879.69,0.02,0
20.0061,0.7,100.0,606.96,2323.91,8071.16,0.02,0
19.9996,0.7,100.0,607.29,2323.98,8081.63,0.02,0
0.0025,0.0007,100.0,642.59,2388.1,8131.16,0.03,0
25.0007,0.62,60.0,537.15,1915.4,7878.6,0.02,0
34.9999,0.8409,100.0,555.48,2223.31,8084.17,0.02,1
10.0006,0.2514,100.0,604.82,2318.93,8135.96,0.03,1
25.005,0.62,60.0,536.54,1915.38,7876.0,0.02,1
20.0014,0.7,100.0,607.66,2324.01,8065.99,0.02,0
0.0008,0.0013,100.0,641.62,2388.09,8137.64,0.03,0
20.004,0.7014,100.0,607.37,2323.96,8044.45,0.02,0
10.0044,0.25,100.0,604.52,2318.94,8131.25,0.03,1
20.0076,0.7001,100.0,607.67,2324.06,8065.14,0.02,1
25.001,0.62,60.0,536.93,1915.59,7888.73,0.02,1
10.0014,0.25,100.0,604.56,2318.88,8129.77,0.03,0
10.0002,0.2505,100.0,605.02,2318.96,8137.56,0.03,0
10.0038,0.25,100.0,604.73,2318.79,8138.35,0.03,0
0.0,0.0011,100.0,642.38,2388.07,8137.39,0.03,0
0.0023,0.0012,100.0,642.47,2388.02,8139.59,0.03,0
41.9985,0.84,100.0,549.64,2211.87,8082.09,0.02,0
25.0026,0.6218,60.0,536.52,1915.46,7877.54,0.02,0
42.0022,0.8419,100.0,550.02,2211.71,8082.75,0.02,0
0.0018,0.0,100.0,642.75,2388.09,8132.14,0.03,1
0.0007,0.0,100.0,642.44,2388.11,8143.88,0.03,0
20.0054,0.7,100.0,607.67,2324.01,8057.56,0.02,1
10.0074,0.25,100.0,604.82,2318.92,8131.13,0.03,1
10.0039,0.2515,100.0,605.04,2318.89,8129.7,0.03,0
10.0047,0.2512,100.0,605.4,2318.95,8126.84,0.03,0
42.0079,0.84,100.0,550.03,2211.91,8083.76,0.02,1
42.0021,0.84,100.0,549.28,2212.06,8083.73,0.02,0
20.0025,0.7012,100.0,607.41,2324.03,8067.69,0.02,1
25.0051,0.6203,60.0,536.92,1915.45,7879.98,0.02,0
0.0008,0.0,100.0,643.08,2388.1,8147.83,0.03,1
20.0031,0.7009,100.0,606.89,2323.94,8063.24,0.02,0
0.0009,0.0,100.0,642.35,2388.12,8135.94,0.03,1
0.0001,0.0,100.0,642.52,2388.13,8128.45,0.03,1
20.0006,0.7,100.0,608.34,2324.06,8063.26,0.03,0
19.9988,0.7,100.0,607.69,2324.07,8057.74,0.02,1
25.0,0.6215,60.0,536.83,1915.26,7871.52,0.02,0
0.0014,0.0008,100.0,642.2,2388.12,8129.39,0.03,0
35.0042,0.8419,100.0,555.07,2223.05,8075.92,0.02,0
20.0068,0.7,100.0,607.25,2323.89,8060.89,0.02,0
10.0004,0.25,100.0,604.25,2318.8,8138.7,0.03,0
42.0019,0.8413,100.0,549.88,2211.68,8077.35,0.02,0
42.0017,0.84,100.0,549.79,2211.94,8090.33,0.02,0
0.0018,0.0018,100.0,642.47,2388.03,8150.7,0.03,1
0.0015,0.0016,100.0,642.06,2388.17,8123.88,0.03,1
42.0032,0.8418,100.0,549.27,2212.11,8097.84,0.02,0
0.0016,0.0014,100.0,643.19,2388.13,8129.93,0.03,0
10.0055,0.2507,100.0,604.33,2318.88,8128.98,0.03,0
9.9995,0.2507,100.0,604.76,2318.9,8130.39,0.03,1
42.0059,0.84,100.0,549.58,2212.04,8088.7,0.02,1
25.0073,0.62,60.0,536.64,1915.48,7879.76,0.02,0
42.0031,0.84,100.0,549.87,2211.63,8067.52,0.02,1
41.9998,0.84,100.0,549.87,2211.86,8084.29,0.02,0
42.0079,0.8416,100.0,550.02,2211.73,8077.65,0.02,0
10.0053,0.2505,100.0,604.91,2318.9,8119.47,0.03,0
0.0025,0.0003,100.0,642.97,2388.17,8129.69,0.03,1
0.0015,0.0009,100.0,642.3,2388.08,8129.59,0.03,0
25.0021,0.62,60.0,536.98,1915.48,7882.35,0.02,0
0.0006,0.0,100.0,643.23,2388.11,8133.18,0.03,0
42.001,0.84,100.0,550.17,2211.92,8080.03,0.02,2
25.0053,0.62,60.0,536.83,1915.24,7867.99,0.02,0
20.0029,0.7,100.0,607.22,2324.05,8071.39,0.02,1
25.0005,0.6203,60.0,537.07,1915.1,7861.23,0.02,0
10.0013,0.2509,100.0,604.48,2318.93,8135.6,0.03,0
35.0041,0.8401,100.0,555.41,2222.97,8070.33,0.02,0
24.9999,0.6209,60.0,536.57,1915.25,7873.89,0.02,0
42.0004,0.84,100.0,549.89,2212.11,8090.31,0.02,0
42.002,0.8416,100.0,550.06,2211.69,8072.28,0.02,0
0.0021,0.001,100.0,642.61,2388.05,8148.24,0.03,1
42.0044,0.8414,100.0,549.93,2211.76,8078.55,0.02,0
0.0027,0.0,100.0,642.51,2388.09,8136.98,0.03,0
0.0024,0.0012,100.0,642.59,2388.11,8150.77,0.03,1
10.0003,0.25,100.0,604.84,2318.91,8135.59,0.03,0
25.0052,0.6206,60.0,537.11,1915.62,7886.84,0.02,0
42.0064,0.84,100.0,549.47,2212.06,8086.98,0.02,0
0.0029,0.0017,100.0,642.07,2388.02,8139.67,0.03,0
25.007,0.6219,60.0,537.7,1915.22,7866.46,0.02,1
19.9992,0.7,100.0,606.93,2323.9,8058.07,0.02,0
20.003,0.7,100.0,608.31,2324.01,8060.34,0.02,0
9.9986,0.2502,100.0,604.69,2318.95,8121.2,0.03,0
20.0004,0.7,100.0,607.79,2323.99,8068.25,0.02,1
25.0005,0.62,60.0,537.17,1915.21,7867.79,0.02,0
24.9999,0.6201,60.0,537.01,1915.24,7871.95,0.02,0
35.0035,0.8406,100.0,555.56,2223.1,8075.59,0.02,0
20.0016,0.7014,100.0,607.43,2323.98,8054.51,0.02,0
20.0046,0.7,100.0,607.15,2324.02,8062.06,0.02,1
0.0015,0.0,100.0,642.23,2388.14,8131.33,0.03,0
25.0039,0.62,60.0,536.69,1915.36,7878.84,0.02,0
42.0001,0.84,100.0,550.08,2212.11,8094.81,0.02,1
19.9981,0.7,100.0,606.94,2323.88,8049.1,0.02,0
35.0048,0.8414,100.0,554.94,2223.09,8073.29,0.02,0
34.9981,0.8403,100.0,555.39,2223.1,8076.87,0.02,0
35.0013,0.84,100.0,555.98,2222.99,8070.09,0.02,0
20.0024,0.7,100.0,607.36,2323.93,8060.61,0.02,0
25.0011,0.6216,60.0,537.08,1915.37,7872.62,0.02,0
42.005,0.8415,100.0,549.22,2211.89,8084.73,0.02,1
20.0064,0.7,100.0,607.42,2323.94,8056.95,0.02,0
42.0002,0.84,100.0,549.6,2212.04,8087.61,0.02,0
20.0045,0.7,100.0,607.47,2324.03,8067.28,0.02,0
42.0026,0.8419,100.0,549.77,2211.66,8067.2,0.02,0
10.0025,0.25,100.0,605.07,2319.05,8127.44,0.03,1
35.008,0.84,100.0,555.01,2223.14,8080.63,0.02,1
25.0019,0.62,60.0,536.4,1915.39,7874.02,0.02,0
9.9992,0.25,100.0,604.63,2318.92,8124.64,0.03,0
10.0025,0.25,100.0,604.75,2318.85,8135.51,0.03,1
35.0066,0.84,100.0,555.8,2222.75,8060.14,0.02,0
10.0066,0.2506,100.0,605.27,2319.02,8127.5,0.03,0
25.0063,0.62,60.0,536.87,1915.56,7889.64,0.02,1
25.0061,0.6202,60.0,537.15,1915.33,7865.44,0.02,0
0.0025,0.0,100.0,641.64,2388.08,8134.88,0.03,0
42.0028,0.84,100.0,549.92,2211.76,8075.16,0.02,0
42.0051,0.84,100.0,550.08,2211.57,8077.03,0.02,1
10.0054,0.25,100.0,604.83,2319.02,8125.5,0.03,1
10.0045,0.2504,100.0,604.68,2318.89,8136.49,0.03,0
0.003,0.001,100.0,642.51,2388.07,8140.86,0.03,0
10.0004,0.2501,100.0,604.27,2318.84,8137.17,0.03,0
24.9988,0.62,60.0,536.75,1915.52,7886.83,0.02,1
34.9996,0.8407,100.0,555.46,2223.05,8068.8,0.02,0
0.0006,0.0,100.0,642.56,2388.12,8130.77,0.03,1
41.9989,0.84,100.0,549.8,2211.96,8087.64,0.02,0
42.0005,0.84,100.0,549.47,2211.76,8077.89,0.02,0
0.001,0.0013,100.0,641.95,2387.97,8145.83,0.03,0
35.0006,0.8418,100.0,555.69,2222.9,8067.88,0.02,1
42.002,0.8414,100.0,549.5,2212.23,8104.76,0.02,1
42.0012,0.841,100.0,549.92,2211.8,8078.13,0.02,0
0.0023,0.0019,100.0,642.32,2388.09,8136.17,0.03,1
42.0053,0.84,100.0,549.85,2211.65,8073.09,0.02,1
42.0042,0.84,100.0,550.17,2211.71,8075.04,0.02,0
42.0075,0.8401,100.0,549.77,2211.62,8069.37,0.02,1
9.9993,0.25,100.0,604.11,2318.86,8132.0,0.03,0
42.0016,0.8418,100.0,550.3,2211.9,8084.51,0.02,0
25.0006,0.6208,60.0,536.77,1915.21,7868.81,0.02,1
20.001,0.7,100.0,606.84,2323.94,8055.24,0.02,0
25.0065,0.62,60.0,536.89,1915.3,7871.47,0.02,0
35.0043,0.8403,100.0,555.76,2222.85,8066.78,0.02,0
10.0024,0.2518,100.0,604.62,2318.84,8134.18,0.03,0
42.0049,0.8403,100.0,550.31,2212.05,8096.55,0.02,1
42.0013,0.84,100.0,549.49,2211.89,8083.64,0.02,0
42.0013,0.8405,100.0,549.08,2212.12,8088.06,0.02,0
34.9997,0.84,100.0,555.99,2223.18,8080.85,0.02,0
41.9999,0.8406,100.0,549.16,2212.15,8090.27,0.02,1
35.0045,0.84,100.0,555.53,2223.15,8080.8,0.02,1
20.0076,0.7,100.0,607.43,2323.94,8054.34,0.02,0
10.0002,0.25,100.0,604.95,2318.88,8129.91,0.03,0
0.0026,0.0007,100.0,642.85,2388.09,8120.2,0.03,0
10.0028,0.25,100.0,605.12,2319.0,8139.9,0.03,0
42.0037,0.8409,100.0,549.4,2212.18,8100.86,0.02,0
42.0055,0.84,100.0,549.61,2211.62,8071.72,0.02,1
0.0023,0.0014,100.0,642.29,2388.08,8141.74,0.03,0
10.0006,0.25,100.0,605.27,2319.02,8129.09,0.03,1
42.0039,0.84,100.0,548.63,2211.8,8084.67,0.02,0
35.0042,0.8417,100.0,556.15,2223.04,8077.84,0.02,0
25.0078,0.6206,60.0,536.27,1915.27,7873.84,0.02,0
42.0053,0.84,100.0,549.5,2211.87,8086.08,0.02,0
25.0018,0.62,60.0,536.85,1915.48,7878.56,0.02,0
42.0004,0.8413,100.0,549.16,2211.89,8081.9,0.02,0
0.0017,0.0,100.0,642.44,2387.95,8152.19,0.03,0
35.0074,0.84,100.0,555.07,2223.02,8076.27,0.02,1
0.002,0.0,100.0,642.24,2388.09,8136.79,0.03,0
42.0017,0.8405,100.0,549.07,2211.97,8084.4,0.02,0
25.0039,0.6207,60.0,537.03,1915.32,7877.43,0.02,1
35.0006,0.8413,100.0,555.67,2223.07,8066.64,0.02,0
42.0054,0.8414,100.0,549.88,2211.99,8091.14,0.02,0
