Age,Income,Credit Score,Loan Amount,Loan Term,Interest Rate,Employment Length,Home Ownership,Marital Status,Dependents,Loan Default
33,68619.39850780147,617,7478.242917554296,12,12.880697075688456,22,0,2,4,0
52,65506.539105967866,404,12182.718323651017,30,14.537388579479982,25,0,0,4,0
54,67497.96444960556,615,5380.742560165281,24,16.366092629406886,20,1,0,2,0
48,37519.31754117533,261,12817.709643655839,46,16.134347747475815,14,0,0,4,0
32,58948.52504435275,370,22899.419798756706,37,18.861059502673097,27,0,0,5,0
49,63075.194940114634,200,6962.01833079977,28,18.87782278388001,10,0,0,3,0
37,89012.07626830637,277,7888.289685449364,26,18.476301164644827,21,0,1,3,1
49,105772.6301010837,551,16212.25109611035,33,21.026249626917867,20,1,2,5,1
28,78986.37289348432,488,18694.241844437074,17,14.42045046102909,21,0,1,4,1
40,63072.43976483269,352,9212.755494392894,22,16.232992670995138,22,0,0,7,1
39,28077.013642403293,404,17011.51802712841,27,21.214788864788325,19,0,0,4,0
46,25911.975797305746,373,22647.336695214526,26,22.888766498046138,15,0,0,5,1
49,65829.99234638346,420,20857.681638812635,26,13.292491902697632,19,0,0,7,1
54,46098.52154753542,504,24543.827949150662,19,14.735306897509533,19,1,0,3,1
46,40366.29463257254,252,29238.740422021558,17,20.973159124925857,27,0,1,2,1
37,106603.44269055886,435,15914.354484632579,37,17.275150573974884,23,1,0,5,1
39,39475.50725631292,417,24308.797474119976,35,16.81298578192306,32,1,1,4,0
47,92241.45792658023,320,13458.223507115896,20,20.68304455813795,27,1,2,4,1
51,75786.87126680164,402,12974.038293436994,21,21.95209306217437,20,0,0,6,1
49,75600.80927841454,645,19788.761558312966,19,17.700878715547862,14,0,2,5,1
54,96188.4218662797,433,6009.701474289871,17,18.754498918751246,16,2,1,4,1
51,60016.684900575056,411,7988.173781956208,30,26.829513071903452,15,1,0,6,0
55,109014.11998487236,363,16202.465925228182,13,14.078842968357748,16,1,0,4,1
33,51241.08366682549,400,19061.0377679527,23,17.065990918031968,14,0,0,6,1
40,37194.06578944137,462,9665.008564441076,28,21.573992738278132,25,0,0,5,0
56,59682.91306321587,418,27614.472824427157,19,15.767735588312236,21,1,0,6,1
60,42100.207278500595,309,11545.951356247973,21,22.5451283981703,27,0,0,4,0
39,50322.778145530225,388,32204.348821041916,26,18.652974681399474,23,0,0,6,0
37,25605.783499274043,419,24621.189887254655,22,17.041998794865556,8,0,0,3,1
43,117315.12934619297,453,23414.729757818786,17,14.932807993003657,15,0,0,4,1
49,66263.34947595291,495,29231.83310684516,29,24.19969066460791,20,0,0,3,1
46,83194.89864401001,443,23184.57620219996,17,11.522560575383576,14,0,0,4,1
44,95369.04625290027,519,7370.128437686116,27,24.302345840513443,16,0,0,7,0
49,35981.484263174985,386,24453.127528805468,22,17.279978099103023,8,0,0,4,1
38,112614.12047676058,287,10058.706800271306,19,21.841051127533714,11,0,1,6,1
38,49348.29249981816,486,33834.7281565016,38,27.38609028845999,22,0,0,3,0
43,61655.137404003384,385,14026.629419513773,24,17.298339102312056,15,1,0,6,1
45,29465.153109371997,408,18260.988247370835,13,15.306758973947781,19,0,0,4,1
31,22311.890264978832,456,14034.42096242356,30,18.515306202399735,20,0,0,4,0
49,64859.05536317376,474,14432.866855155233,35,15.94814232679211,18,1,0,4,0
66,83935.49119375285,315,10736.211631282962,35,16.57374623151863,28,2,0,4,0
41,83477.18132609045,488,14102.889326238537,25,15.969474093726262,19,0,1,5,1
53,109923.77039757803,392,21579.15546619433,42,22.110516154383102,25,0,1,6,0
50,49315.53183387687,373,8018.502081737209,20,15.560323904040857,18,0,0,4,0
44,64979.86828817184,259,15159.695705445152,20,23.194645881509096,19,0,1,4,1
36,79500.79936953343,470,22357.272048841944,15,11.0951438469872,16,1,0,7,1
53,56162.64497635172,291,32864.30103354494,14,17.25513827365691,7,2,2,6,1
54,67186.97103303626,398,13067.328550777725,27,18.193365384393005,30,2,0,6,0
41,101859.08695290211,457,11273.954192281222,15,14.7922784015481,19,0,0,7,1
43,95535.04414837803,200,12601.022405834938,33,20.307989571625352,21,0,0,4,1
49,79437.83807788056,343,6316.685877204235,19,16.60839546561011,24,2,0,7,1
46,42666.66667662147,283,32132.7459016067,30,16.558384371938736,16,0,1,7,1
59,79744.75824462717,509,13110.209038868014,25,14.287303155331404,24,0,0,4,1
52,75114.24088064267,307,19320.971110246177,26,17.139589946025215,18,1,0,3,1
45,46760.98494738716,557,26654.863936145954,19,15.271063520592955,18,0,0,4,0
53,18560.99101321875,219,12882.308520062,22,16.9843822106136,8,0,0,5,0
44,68230.68377428649,515,12973.922252884575,22,24.612167698434433,26,1,0,7,1
58,37069.25898117951,485,10761.620201500824,27,16.114524448820976,17,0,2,4,0
54,59014.59070353437,470,15541.484597155315,15,20.01598360494449,30,0,1,3,0
49,73495.44551805062,341,8618.470965190654,25,18.198620547191656,17,0,0,6,0
45,68901.13434402665,506,15834.538827720255,36,26.185348782607008,23,0,0,4,0
39,40497.79203740965,360,20064.609317365415,15,24.103781867500633,11,0,0,7,1
53,66546.36229412099,320,13398.62425783538,19,23.610415056742408,27,0,1,7,0
41,72954.27477758979,621,13304.78795561483,35,13.856130822019653,16,0,2,3,0
44,75736.05476181675,389,14717.370342906832,21,15.261071915092138,18,1,0,6,1
42,45074.04642595615,395,10788.175977006635,16,20.26737327703214,21,0,1,5,0
36,101127.29776648572,590,20411.559234681925,26,16.246410236815155,17,1,0,5,1
47,38924.86514983467,299,27361.111847068667,21,20.657499239154046,27,0,0,2,1
46,85078.20351823689,551,10562.748188077436,28,16.959643609181445,28,0,2,7,0
53,35184.51486200092,389,12839.471650752148,31,18.787830621121575,15,0,0,7,0
42,51767.05589622218,463,19062.91083445357,32,19.536621456064783,17,0,0,6,0
50,87707.53825060284,402,7056.8436347969855,30,15.412197718222142,25,1,0,6,1
33,54970.75766711999,334,18024.271595262613,10,11.154625653624771,14,0,0,4,1
44,61451.810438872424,375,15219.587138937195,19,14.727306866507194,22,0,0,4,1
49,47534.40359308714,385,13959.529095030104,28,13.879575020417011,40,0,2,6,0
38,80078.51651886907,497,17819.080206024002,13,13.17658040047203,25,0,0,5,1
49,52021.88660596608,336,10876.099103679928,19,19.392911762173053,20,0,1,4,0
36,100192.37144347791,401,22389.263259742158,16,15.700531610069644,17,0,0,5,1
47,40236.30370013774,298,37852.042299350855,32,16.18573392926672,36,0,0,5,0
58,77311.61182282261,409,13173.372204239327,22,22.206176138254897,32,0,2,6,1
54,69027.11145445424,310,18795.09259166348,25,21.619300999505686,16,0,0,5,0
37,80181.0683426354,414,15766.81966949678,15,20.10756117076839,21,0,0,3,1
48,59715.7279236348,552,19008.815087386716,16,14.196308618468906,16,0,0,5,0
49,47749.77974231144,317,12048.44751550149,16,28.055007193418295,31,0,0,4,0
48,80803.59976255876,533,18563.410983761314,14,17.65411888981272,11,1,0,6,1
58,45078.8850202978,310,17152.703714753963,17,22.217731367502438,19,1,1,4,1
60,97167.14240455069,453,17297.291634875797,24,21.774242095643494,27,1,2,7,1
42,53756.10768379596,365,8921.773511184318,30,16.492311191430076,15,0,0,5,0
49,75061.5638422494,409,18446.947186561836,20,20.12767853573811,21,2,1,7,1
48,28476.513097083545,200,15867.228206097814,21,20.08569802459889,23,0,1,4,0
61,19961.022538805504,366,17649.887844108845,19,16.818170764810077,16,2,1,3,1
45,68694.76771110724,312,13973.226467682949,25,17.26378314633691,10,0,0,3,1
53,126335.5467345371,381,15554.359232525061,31,16.52226534261514,19,0,0,4,1
39,103103.69169872892,403,18133.321401557027,12,17.1708871471262,22,0,0,5,1
51,66420.44588357394,502,13991.953722006821,19,15.751052710997083,16,0,0,6,0
40,70173.87467329617,421,15762.189718346684,31,17.703321035315557,17,1,0,7,1
49,62843.532505842035,461,23485.927053334613,24,22.802850315765536,20,1,0,5,1
58,45619.767678460994,230,15206.27770908593,38,19.66785081889143,33,2,0,5,0
43,54982.206717685905,344,20515.16763834916,29,17.60154147353396,17,0,0,6,1
38,86152.38627664384,518,21028.334054419483,22,16.683295544535042,29,0,0,4,1
41,97966.52867573511,345,9555.263796389487,35,13.80271321917889,16,0,0,3,1
54,77381.86219277586,547,5802.693180021006,29,21.307682962478093,24,2,1,4,0
32,81617.0841288638,356,19105.837121232165,17,21.116080399638264,21,0,0,6,1
42,55476.004759943455,375,19366.93925141963,31,14.61005389806994,27,1,1,6,0
44,73264.78523355494,452,25430.11943908687,30,17.98129113983352,20,0,2,7,1
47,60678.23787508003,368,19258.67889974892,28,21.900852572121806,19,0,1,6,1
52,61159.19759357919,343,9973.920789540769,16,12.565663166731422,21,2,1,7,1
48,53204.11595707708,349,10684.026126146366,31,18.86249998240464,22,0,2,5,0
48,71196.35375525369,387,19829.13507543547,19,18.2526111218706,21,0,0,4,1
57,78151.78802095931,456,8417.89664570982,26,21.66661003432069,19,0,2,4,1
40,17696.806395145235,547,16769.2397494758,9,19.32357859793051,12,1,1,4,0
41,46402.11980034609,396,20471.683011500827,39,14.014160849599316,28,0,1,5,0
56,54508.251402727874,493,7389.169327930808,19,15.117240863177704,2,0,0,2,0
58,68532.85769135035,488,16345.533152536465,20,23.817656179271122,29,0,0,5,0
47,53766.05842417467,505,4414.021675762163,21,10.24494834570095,23,0,0,6,0
43,80401.64923140133,425,13267.396270568335,19,17.52586124571333,31,0,0,7,0
57,57052.09978812144,203,24952.487351869582,22,17.231708788234936,14,0,1,5,1
52,72520.03999829122,200,13030.780939469994,20,23.524548745797055,23,2,0,3,1
41,39770.11456191147,344,18772.556515730797,36,17.594744722079405,12,2,0,4,0
46,35943.949613671444,328,12634.499731254324,30,17.149584231842365,34,0,0,5,0
46,84591.29501985999,368,8080.939020513196,31,19.5383162637469,22,1,0,5,1
46,43479.13867942833,535,19037.577615351787,23,14.719931821927672,18,0,0,2,0
45,73919.83148466516,469,19770.745955231803,32,21.71342330089272,12,0,0,3,1
34,100382.39702915328,555,16352.588739586261,24,22.86031779722888,16,0,0,2,0
36,69375.7088642655,401,12525.207330618996,19,17.72000653571139,27,0,0,5,0
57,76637.14873597748,309,10866.486892381587,17,17.66639019101468,26,0,0,4,1
48,42788.81631779149,565,21124.517594532434,40,17.888028193082953,24,0,2,5,0
64,63544.32349717758,347,12612.91499461337,18,21.944713949891085,18,1,1,2,1
48,78440.36092036233,497,13146.40802152052,26,16.576869230731912,28,0,1,4,1
50,44861.26636589534,353,8102.2072869141875,20,18.437564048302782,21,0,0,6,0
45,71712.86382521392,366,15071.22258006287,25,22.230595501125837,18,0,0,4,1
46,62065.09670812033,384,7325.4248551821,24,23.2332675097832,21,0,0,7,0
50,34013.98224635256,210,23875.236886944364,22,14.955077942718175,10,0,2,3,1
56,68041.84850931393,490,16009.983449226474,29,19.528685624603547,18,0,1,5,0
42,80759.13968467455,401,11893.83830631937,20,15.155079401496268,24,1,0,4,1
45,60371.52609588692,239,6778.403090113836,25,20.69781746813041,27,1,1,7,0
58,108695.8569027239,320,11933.956064863742,15,15.621376540554515,17,0,0,6,1
39,45918.793494651276,460,15379.95239033902,48,19.170452617761438,33,0,0,3,0
42,46244.74814261474,460,24808.418753921305,33,24.131173510093532,29,2,0,6,0
39,61932.787554034956,472,18951.27492918236,31,19.35347929244753,20,0,0,4,1
53,53056.950787133326,439,13731.24528328033,22,20.521803274752468,28,0,0,6,0
38,82276.86756438602,290,20267.15867071944,31,13.245902284703183,27,0,1,3,1
36,89678.2636647131,278,9696.954549892243,29,20.495039539459544,19,0,0,4,1
42,67510.17711787224,326,14435.59958410125,31,18.963920929371458,13,1,0,7,0
39,52776.91468977839,436,15693.761887630875,28,14.587627305507098,16,0,2,4,0
39,89146.05917106608,269,8939.730933035666,16,13.025631104012518,11,0,0,7,1
44,46574.40371775795,379,13378.034143606945,23,22.83897300669488,16,0,0,2,0
51,66223.38098627876,526,14288.750120599821,29,11.551397003257348,17,0,0,7,0
43,32875.96369430291,331,16632.325506970374,45,14.796258090689136,23,2,0,7,0
52,64760.13854652173,317,14860.194389092383,41,15.9764623415331,40,0,0,7,0
41,71020.98933113768,476,26596.907871928117,24,12.885360812307669,16,0,0,3,1
48,45619.49697573887,342,24997.963965949184,16,25.48580678142249,24,2,0,5,0
56,64309.31937388098,433,12530.431709728397,8,14.44027335724709,21,0,0,2,1
43,49731.0207428796,352,11478.933094197104,26,18.745491469769583,17,0,1,4,0
48,44714.17836651693,233,9252.67081299121,18,21.36655580572789,19,0,1,5,0
49,102964.29737013196,272,24459.4735489219,25,24.97325855984818,17,0,1,4,1
45,25128.800292559277,310,14697.09641578617,27,17.352760869763305,13,0,0,5,0
56,79163.33773290299,420,11025.239530615485,20,28.84583156722966,23,0,0,3,1
30,51795.70324474759,585,18363.617615172803,28,14.032973293068336,25,0,1,7,0
58,67658.67871788173,314,21034.275499599957,23,17.92917659740673,30,2,0,3,1
31,75200.86789561808,329,21725.31324587939,24,18.44030671846564,11,0,0,6,1
44,50246.06502968875,421,16937.15747586058,29,28.12697623341166,13,0,1,4,0
43,30386.00596134806,553,19077.989392494575,25,15.919824372533228,20,0,0,5,0
45,60786.872510324436,468,7078.617249471747,16,18.344629744795064,24,1,0,4,1
53,111740.13806363707,497,14003.377542687444,28,23.94249485537655,25,0,1,5,1
46,34517.36106787032,221,8263.159998585326,28,15.757467581558291,20,1,2,7,0
51,65903.63396292679,200,1804.5433519062976,20,18.936204727100986,27,0,0,5,0
44,61285.48918890622,436,14570.47476122996,45,18.715602450121658,24,2,0,3,0
48,73360.17382773971,491,4377.860819141857,26,22.84549420953922,11,0,0,3,0
46,65277.48018762205,325,13673.858760545576,34,20.53629690561032,29,0,1,4,0
44,58378.61040738156,200,11373.106233965067,28,15.711923832662954,22,0,0,6,0
28,88345.89632122694,510,16584.94505341977,28,19.487880816101686,23,1,0,7,1
59,138113.05675073207,432,12360.99814071583,6,12.368395196309699,26,0,2,4,1
55,54067.20653908787,375,8849.75715219251,38,17.554052189642903,22,0,0,6,0
55,83402.2801282521,273,22990.26615909502,20,22.277720583327987,17,0,2,4,1
42,54618.22870706,382,33764.61419557186,23,22.97524611257305,14,1,2,3,1
32,62397.30495419138,361,10587.097495692635,23,16.93022788452892,16,1,0,7,1
35,69912.15931886614,363,23367.219808094473,24,18.71203821026372,31,0,1,6,1
53,41608.26544843587,432,6448.320497623671,25,17.363373744206232,16,0,0,4,0
36,99128.57939855091,200,21189.9712423023,15,15.89892937016997,16,0,1,5,1
47,27950.4948778587,300,18004.07292319212,18,21.590817947157383,31,1,1,6,1
57,61160.29842164904,258,14199.742029027422,35,19.792628212743516,18,1,0,4,0
53,41706.12635884559,314,28407.27904033589,37,21.36485544612151,30,0,1,6,0
48,102985.15780157667,375,16330.106313263901,25,27.157205934574034,24,0,1,6,1
47,57623.900260190465,426,18510.954216945564,19,21.689625119012852,25,2,0,4,1
64,74427.1854272185,237,4960.929523155201,24,9.884658869739686,32,1,0,3,1
49,48656.12370672393,332,5949.443364798098,29,15.606134445371614,29,0,0,3,0
55,39352.70068747042,482,7839.895920832667,16,16.502774317721062,27,0,0,3,0
41,60637.38646996742,614,12494.153873337833,43,19.731544322853672,25,0,2,4,0
53,60572.53980756555,364,7409.871122272854,14,14.919702439616328,22,0,1,4,1
32,156971.68771181852,399,17919.193929319255,20,24.19040753968587,15,0,0,6,1
49,52033.758486208724,210,22748.392531537924,21,22.565180751762405,32,0,0,7,0
63,48837.694907332094,200,28006.347826346235,14,20.64307351867323,17,0,0,4,1
45,54534.984191994066,380,17970.440433555374,40,19.393615757124035,30,0,0,4,0
56,60032.26030266585,366,14622.961980391117,25,13.716240290271735,31,0,0,4,0
41,71241.66351938237,474,25601.06546208137,24,9.712024076622315,10,0,0,6,1
47,38389.81224851549,246,26764.784360256144,34,21.760307397948655,26,1,0,5,0
53,60631.235956906974,323,19381.886023536877,19,19.270180691422695,16,0,2,4,1
54,96113.59827360387,540,2931.868865298167,34,15.121353952216596,28,0,0,7,0
43,65243.874034055545,474,16765.0910862816,34,15.36625282867084,11,0,0,5,0
27,50570.39496186503,430,28550.14900503003,25,18.27044024967216,20,1,0,6,1
47,67673.98176051173,307,13970.041015886645,21,22.278274456869188,20,1,2,7,1
39,43590.91958948051,231,19703.70019504201,27,22.29910867096026,13,0,1,7,1
44,77484.70334873907,520,12627.592624261468,18,10.032308122611619,21,2,1,7,1
39,37308.30298042025,307,18125.074080335147,12,17.1243798337233,16,0,0,4,1
35,77609.49644107142,508,3266.8711618968246,20,13.354636397233943,20,2,0,7,1
57,38883.34571470089,261,3454.1902040656623,34,11.741700253454683,18,0,0,6,0
47,104396.87110176445,319,21308.10941018614,36,11.026271897265374,18,0,0,4,1
43,52139.82978677514,507,14049.649783120685,27,24.792144094277145,31,0,0,4,0
49,52997.73278515535,434,16137.592658167914,25,17.048332549186053,12,0,2,4,0
45,49445.188551738516,463,14479.608952546248,33,14.439931793126693,17,0,0,7,0
34,101860.86181039958,479,24493.461645859523,18,9.683160636641276,14,1,0,7,1
45,68513.9162472626,200,9469.607077144687,14,19.984575171752155,22,1,1,4,1
53,65863.67277064911,456,12248.872399122958,23,18.100961359690107,31,0,0,5,0
50,95649.79479730625,284,29719.257723119088,33,19.28718149371475,34,0,0,6,1
53,41078.6769703203,462,9992.331451159644,27,16.725642933265398,20,0,0,5,0
44,71847.47675151349,402,11470.237652607939,20,28.94517190770392,31,0,0,7,0
46,72361.47862129554,320,14327.612973990585,21,10.423629333266225,19,0,1,6,1
44,34812.35589815106,497,17410.99499892973,30,15.94706999617026,14,0,0,1,0
45,49792.50557574789,687,14169.917906327219,29,21.45564005607032,23,1,1,4,0
50,76193.86393071104,479,5114.41308170766,47,24.701754091537452,22,0,1,4,0
48,79705.78337579021,384,24489.554635071443,32,17.497159878575633,18,0,1,7,1
49,80165.53718100699,460,11126.649580729052,27,14.983930349002838,21,0,0,7,0
41,109184.8436656924,455,12154.862247406656,23,24.221990129940924,19,0,0,4,1
70,29011.92724922711,392,28902.63310091416,14,26.277433412492133,24,0,0,5,0
48,80481.46954040766,339,16782.27849373432,20,17.840478005540884,21,1,0,7,1
42,52204.5085785253,389,17669.077066395283,32,19.947155048712137,25,0,1,5,0
49,53927.31827122265,455,4593.202268423523,31,16.274635075096047,20,0,0,6,0
38,90874.80166453157,330,29054.26103945269,32,17.656440457565356,10,1,1,5,1
46,46802.49049229776,482,9919.505758502979,25,18.4129561036559,28,0,0,7,0
42,17581.14241011187,358,8787.013630957184,21,15.43185692161228,14,1,0,3,1
42,83589.2687608885,338,11752.376627625374,29,15.222255172624237,21,0,1,3,1
36,93407.80648422535,551,23038.81550616953,21,15.713684567170516,24,0,0,4,1
47,77031.25822910298,389,23561.90515250083,39,23.425572366123,24,1,1,3,0
38,55310.68780425906,476,10189.411563776386,24,14.47678363389782,12,1,0,6,0
50,36294.57090247776,337,21829.645997959815,28,23.555914837669306,26,0,2,5,0
39,48173.51705751049,442,12742.197484627908,16,19.060217486988215,17,0,0,5,0
29,111476.53368813318,452,24020.0560392414,22,17.714698516643725,17,1,1,3,1
52,36586.75194912152,467,15920.271068449836,22,16.781928742470708,25,0,0,6,0
31,92660.51175068274,262,17744.31814551427,29,25.397111617076312,29,0,0,3,1
44,51749.87257274783,262,18980.013325822034,19,22.916395300846798,20,1,2,6,1
53,68146.08217126339,507,15491.93200872039,22,20.806136525066602,28,0,1,5,0
46,72964.84520015093,370,11021.304949104915,14,22.423643252844382,17,1,0,7,1
36,65890.71898630855,438,19136.519324291643,42,18.178465730870975,23,1,0,7,0
55,46521.70132932665,248,18733.241756457406,24,21.005752216381016,31,0,0,5,0
53,48643.85500938827,253,11059.511825061061,23,19.218086510605193,23,1,0,5,0
52,31940.462343803014,253,5299.991004491266,29,12.720568585781388,20,0,1,2,0
50,58382.999443485074,338,12243.653448565643,25,24.30106505012094,18,0,0,4,0
55,72964.74953974146,376,15936.841947247223,38,15.805935303811605,25,0,0,5,0
47,32440.765288407532,308,12321.444082130567,32,18.799910658185098,17,1,0,3,0
42,78276.38434449652,380,10494.483049870987,23,18.83865066686745,33,1,0,4,1
44,67336.85587694109,388,20245.715152823122,33,23.37258452567187,17,0,1,3,1
47,39070.006340599175,573,14415.322823661414,26,24.65764287753899,25,0,2,7,0
56,47616.51928300046,242,15260.971812191718,28,15.21638153803754,23,2,0,5,1
45,97421.14784641996,388,15978.898669721872,35,26.391601669619785,9,0,1,4,1
30,48636.410785041226,516,25707.805218770474,9,17.73664438957778,26,0,0,4,0
48,60781.69268790829,261,14438.587016160944,25,22.26125802838394,24,0,0,1,0
37,75242.61288480232,493,14284.381240811128,20,13.394915910064993,26,2,0,4,1
51,99238.97871341032,297,14521.155315963813,37,18.844576108576618,30,1,0,6,1
43,66141.26129690668,383,19830.60966234999,21,22.298910496545343,12,1,0,2,1
40,36455.88472390007,542,25860.712261791334,22,10.97896344563858,17,0,0,7,0
46,68141.81772317245,466,10441.361432036667,12,19.528996333536124,14,1,1,3,1
39,85380.73976609904,406,13595.176163144388,28,15.109836601337946,20,0,1,4,1
44,73400.2482179714,394,9849.715455741418,33,18.847626285419405,13,1,2,7,0
50,64436.38340642231,290,12084.166180675127,27,14.569838564050917,27,0,0,7,0
51,53079.677614687505,427,12260.69093082852,48,16.110814889653454,27,0,0,3,0
46,51996.85466539606,657,10748.156823929428,17,12.223348697282583,24,0,0,7,0
34,82404.88437982163,270,19537.791738597596,25,22.367259457620857,23,0,0,5,1
47,68549.27230016053,340,10699.766680277808,20,16.041299581512096,18,1,0,6,1
42,85832.26451690661,395,11527.948741973101,18,21.113109751436415,22,2,0,4,1
40,76410.18392164155,353,12580.21655213511,22,28.187787616459914,23,0,0,4,1
52,35743.72210918282,317,8770.649909853792,29,17.92055874112776,14,1,0,5,0
46,97486.65040768722,345,13530.897564882725,34,29.12385683824533,22,0,0,3,1
52,37369.958292143194,227,11728.65091614904,28,16.840582348864036,29,1,0,7,0
43,60020.5485639642,340,16592.91491983158,23,24.81099133366384,21,1,0,6,1
44,80369.38149083145,485,24372.03413712311,36,20.08142048777225,19,1,0,7,0
47,91110.98172080802,322,5548.6055550229985,18,17.32544417157486,19,0,1,5,1
56,101274.57073490253,284,13980.912802287905,28,12.566761485263036,18,0,0,4,1
58,44129.82436340779,449,4905.082757892234,17,15.769459539979557,22,1,1,5,0
46,50796.304079294045,390,26985.3557508643,31,18.754325410146976,20,0,0,2,1
58,45123.01828530115,366,12818.23494833293,19,23.677138988126504,22,1,0,4,0
38,129794.07132123165,269,14648.69152413417,25,19.71748156344072,11,2,1,3,1
44,43677.080410132374,459,13300.454750877667,19,12.979792629684283,26,0,0,5,0
39,80795.02233363326,252,31337.46609481328,47,21.66333075380851,22,1,0,6,0
48,64677.17732486475,492,10284.259881209626,17,12.374107958466675,18,1,1,5,1
44,68829.36482270132,440,18551.4124568669,22,23.684679015457974,18,0,0,5,1
51,76981.44346462059,387,13523.249003331603,26,15.323631488111346,17,0,0,4,1
45,77264.84085283724,517,20643.411432166373,27,19.633365919676173,26,1,1,3,1
56,82175.22859938594,350,13031.126837450636,20,30.149926144609736,18,0,1,3,1
46,43382.680092814844,423,17246.592118483302,33,11.173537301101772,33,0,0,4,0
40,56754.10517833993,361,31855.1618498687,28,19.879566261084573,32,1,0,3,0
48,38083.69235776857,329,17323.525048994423,19,23.33545392355468,15,0,1,4,1
47,86738.10003931465,342,22418.364780709813,18,20.813581527215298,29,1,0,7,1
42,90393.38600056019,326,15536.41047531468,22,26.32813385074533,17,0,0,5,1
46,73768.74282677962,511,13221.856559407277,30,16.92521262909189,6,0,0,7,0
54,72255.99469562471,302,12609.037913869322,28,16.1979190679029,12,2,2,5,0
41,75424.28151277617,366,10233.265737595973,29,18.268602655871366,15,0,0,7,0
46,75069.79597821976,372,9227.922205995821,37,19.12601112708548,22,1,1,2,0
52,37351.07582108626,373,6967.265290805608,27,19.79773622112679,17,1,0,4,0
47,50574.8468707864,462,21588.761403987402,25,20.061168449417874,22,1,0,5,1
56,59964.384477774016,510,23419.16830766274,26,24.100276186680254,26,0,1,7,0
37,104167.43305611935,360,17698.63937687466,25,20.45490508860558,16,0,2,5,1
46,59130.1655415951,426,18846.39168985783,21,19.72604362013996,19,1,0,2,1
48,73950.10823021016,331,5254.415436800186,38,12.009435783802967,22,0,0,3,0
41,39349.77719228732,445,15424.21155631667,29,21.248314664495297,28,0,2,7,0
52,60818.47787502831,388,17212.200750141998,37,24.52364978920848,26,0,0,5,0
34,125779.25481580217,397,18441.075962461393,23,21.43114987747963,12,0,0,3,1
41,96334.65769272762,317,17363.35811176454,18,16.561286389495468,9,1,0,5,1
43,53559.035134239246,296,12702.568664909304,20,17.91062060921189,11,1,1,7,1
49,87340.60506381148,438,11585.040255970245,23,26.601696176151783,19,2,1,3,1
50,71910.4123087319,220,12489.712072284065,29,19.250835530383895,21,0,2,5,0
57,42792.31010715171,319,18399.009466153137,26,18.461678946523055,26,1,0,3,0
41,73010.91082101295,411,7152.788894535376,33,17.775857565432744,15,0,0,6,0
39,88928.48905245945,440,15504.72507150737,25,13.629499293511406,15,0,0,4,1
45,64582.028540674364,464,16123.865008786948,32,19.70360207323237,18,0,0,4,0
45,57227.825225058645,579,12799.993699485029,19,12.598597792957833,17,2,0,6,0
35,25215.811268457906,339,16810.65436968702,16,23.192171502215107,9,1,0,7,0
50,70280.05488228721,382,14685.73597393415,29,19.39881697827925,24,2,0,6,1
