Age,Income,Credit Score,Loan Amount,Loan Term,Interest Rate,Employment Length,Home Ownership,Marital Status,Dependents
45,118539.65629558972,618,21484.01007417528,38,12.657932488517096,14,1,2,4
47,91019.65276337086,567,28891.717248365705,38,17.33394625174129,26,1,2,2
52,73666.2141719079,850,19170.12416473816,36,14.774446741112127,11,1,1,1
51,46312.99453477794,629,8379.055906774203,31,14.15553489865168,15,1,2,2
50,100133.04079542936,667,18310.603403482703,30,17.051071990942066,25,1,2,2
40,72133.81356142901,457,34418.79251179462,38,11.396091099056743,35,1,2,3
52,87558.12591252844,566,17278.068674001723,35,19.875242794797447,25,1,2,3
41,71175.34634305892,556,17914.391410026114,28,12.950584703790152,3,1,2,3
47,107698.42755913395,610,22600.571498675745,28,16.46867800138202,25,1,1,3
28,114014.27002425768,584,34231.92102286008,34,12.554184813866277,13,1,2,3
46,87889.95818065952,460,30276.477609796184,48,15.267983395655486,28,1,2,4
46,82026.85644467451,660,40321.14419657944,35,16.916456732660194,15,1,1,2
39,88073.89442928281,661,30121.886463088587,39,17.205836810100145,20,1,2,2
44,51289.05691129218,608,28181.38533478656,18,10.89555735382742,8,1,2,2
43,50019.69568891611,585,23053.949753732668,32,18.160365951727165,13,1,0,3
39,79891.40144091955,564,20042.10636053177,37,19.019331451909736,17,1,2,2
44,70074.11528092975,583,21029.31966272896,31,15.153296408277336,13,1,2,2
36,66040.14225464108,561,17826.766030924522,45,14.802837010940516,19,1,1,2
44,75080.20074756391,693,19500.562955563317,39,9.414790675352515,18,1,1,2
42,82501.5936811762,691,25494.53357010278,46,15.61149660459725,17,1,1,1
31,86101.45905294649,428,24225.941342436592,42,18.32096100328238,7,1,2,3
41,89404.93849798435,555,28311.641243415044,39,11.775793605345765,13,1,2,3
38,89318.04975249505,675,29960.656166667104,24,9.94349506191718,22,1,2,3
45,73096.66976193422,516,28502.142817586064,41,16.336018201150004,25,1,1,3
41,127924.49690421576,639,25640.873287178336,29,15.08402538219128,11,1,2,4
38,53961.51337073079,649,29791.58658763129,26,13.696039081319912,23,1,2,2
46,141199.70246471907,526,23001.57509060048,36,18.037289571014327,9,1,2,2
46,80286.2826964607,465,33178.00843050372,45,15.522399489503082,29,1,1,4
38,67566.97614990335,536,24887.126579728847,50,11.190070769952769,14,1,2,2
39,98186.00817581498,576,28192.297654027738,46,17.503574363419762,19,1,1,3
41,78610.61344114249,667,21061.953167291584,32,17.572991335578763,23,1,2,3
48,65639.11843402954,552,11002.41328053765,45,13.729441291044369,17,1,2,2
45,74171.87338777469,470,14122.268518036935,47,15.405874259378562,24,1,2,2
34,74409.7066470987,461,34207.7139765955,35,18.039589536572255,20,1,2,3
44,70253.71126564711,612,14029.06901631338,41,14.989254509341444,17,1,2,2
47,67647.61556503529,560,19003.378015560847,40,11.2471718873861,20,1,2,3
41,136877.97788156834,514,20847.560237156235,40,16.509644193209517,12,1,2,3
48,77447.89666564387,593,15753.164723209178,36,18.21873880055549,13,1,2,3
39,122808.41621304714,582,22800.242293334028,34,15.869796143086775,17,1,2,3
49,62080.46169698551,736,23083.46850791188,42,9.25707018085888,15,1,1,2
34,106604.01090839268,605,26858.861055400856,36,13.632987978663774,13,1,2,3
44,70727.96204183408,520,26823.82020096093,40,13.723725309055167,26,1,2,3
45,61516.19546265867,479,24036.22029245361,32,13.424565102875713,30,1,2,3
39,98206.40425364212,599,18302.90256278966,33,12.863759348023656,11,1,2,3
32,58790.91384278662,546,24007.52985139981,38,12.985033874033457,23,1,1,3
50,63835.28628707971,532,20552.77536531438,28,11.06454079691716,6,1,3,3
48,140539.8342511907,634,18156.356705052007,34,13.703105470700663,11,1,2,3
40,59579.38667257845,536,4182.797170225417,56,15.750055484651298,24,1,2,1
62,101390.63844216614,521,18287.615189538923,29,15.047589188474442,17,1,1,1
37,80105.13313387916,494,35389.222820333154,44,10.884681736060532,26,1,2,3
48,88374.35514415709,609,20540.565191614944,33,12.00958550066443,13,1,2,3
49,87618.59192996401,681,21641.565370545,33,13.831321020628865,13,1,2,3
38,46008.86518005266,671,12692.190534101908,42,9.174431454471682,17,1,2,3
46,76023.9670642988,525,27403.318980643755,31,16.48121588587179,18,1,2,3
42,52450.12987428476,564,31453.378801552008,20,13.625429542227316,16,1,2,3
58,121474.42907795648,575,15719.352159159484,41,21.01456622966925,17,1,2,4
47,79936.10047023385,575,10906.809055248348,36,14.27736766159417,11,1,2,2
35,60715.90031845561,528,32241.17482497769,25,17.3638523389116,21,1,2,3
44,64876.231942875536,409,38554.068029817376,21,14.512444534904366,15,0,1,3
41,105074.88994142228,512,27199.476225704893,52,16.34667787115639,24,1,2,3
32,79544.54175187004,535,19804.310045778297,40,19.32602801055104,19,1,2,2
40,100070.82528151864,522,22712.931188416947,45,14.914474773726557,23,1,2,2
42,72064.89774772024,613,16368.815829207088,29,14.741839628796356,18,0,2,3
33,105023.57201192564,570,18976.388041289283,51,12.97529453092687,8,1,3,2
41,70837.48000197922,520,26184.107563948644,40,16.901499619278763,12,1,2,3
50,88980.64224142893,514,21334.26851332037,32,13.129318020717433,19,1,1,3
43,92767.99667458994,475,29782.76103661468,42,17.895262390919985,26,1,2,2
44,81907.50391385073,653,21637.02494252633,32,10.686640171442347,24,1,1,3
27,73283.58040866675,552,27870.770575750383,39,17.90540923852506,13,1,2,3
42,69704.89954804788,442,30894.750892258067,49,16.846614150298276,28,1,2,5
39,79043.58306509943,578,20588.6566595142,37,16.507157686996504,16,1,2,2
47,61747.05638813508,577,26370.708298168505,32,12.02013181879643,17,1,1,3
46,93968.93359855168,575,12716.345582900874,31,12.143357845808271,16,0,2,3
35,106947.69425692492,652,26691.218010054068,33,14.396137372813888,18,1,2,4
43,79977.27886345357,634,20358.07673679495,36,14.23174132561164,12,1,2,2
29,92239.39452578968,631,36202.80900075456,35,11.686669825987773,17,1,1,3
41,81251.2907911274,636,29209.8098467301,24,10.184635388245752,17,1,2,3
44,95505.75457313232,503,31709.76879481965,48,18.03178674034556,33,1,1,3
34,99092.92347207852,705,30096.33054819556,38,12.744158541281845,13,1,2,3
47,60305.50674305312,549,24648.00342300081,35,17.818280131090635,19,1,1,4
52,52658.37180224456,547,21862.52939996966,33,18.544176702567057,18,1,1,3
44,68241.80191799166,493,43110.3754348187,26,14.867911546921786,23,1,2,2
56,103803.96138014332,502,29741.015686465693,42,17.118967469053676,27,1,2,3
51,86783.23809025163,672,32049.971908295487,34,11.55443168705312,7,1,1,3
28,130767.25946834854,619,32411.684334554484,34,11.99206607070741,14,1,2,4
53,116367.5978163765,614,15471.715099609626,41,9.064617035728403,9,1,2,3
41,73294.3562312228,566,21300.236637560905,35,14.056315295123392,14,1,2,3
41,85578.62382986977,608,18796.181031946,36,16.529536774374336,12,1,2,2
58,117482.636589895,632,21024.090837206106,40,9.223005074077722,19,0,1,3
44,67271.0652431859,613,17279.38073637241,38,17.673661249814046,14,1,1,2
39,64048.9198691473,547,22115.832055906598,41,14.16283611142238,14,1,1,3
46,82861.79214273064,488,15761.460398724605,40,11.04546018121853,21,1,1,3
34,68326.86463474618,526,28045.373286605554,42,17.215777359830135,14,1,2,3
50,99371.26089226236,759,21726.70748227587,33,12.206488997125126,20,1,2,4
39,86411.2383822012,721,26291.71901662149,35,13.274474354527776,9,1,2,2
35,81335.53244206228,627,25948.615613705068,44,18.13922010166649,13,1,2,4
40,82224.95628734116,628,25834.068387948904,21,16.94543197584042,16,1,1,3
37,116555.2268624546,644,26136.975022949453,32,11.32332753363881,7,1,2,3
32,89392.15390664636,454,27486.531830213677,41,14.886967458787035,9,1,2,2
49,103543.22265964908,521,25869.806520122835,29,16.256667801202607,21,1,1,1
41,60269.74420851813,473,38398.07026206431,32,11.936468932171392,11,1,2,2
49,83197.42864707072,525,19179.554060236245,41,12.308450035834708,22,1,1,3
43,110527.08147647734,488,22616.13995180201,37,12.942185974567982,10,1,2,4
44,67693.91280222146,553,25578.31432308273,42,16.164169945826345,19,0,1,2
30,92896.76224754572,545,27553.617421831084,41,12.889780858005048,17,1,1,3
41,107003.1157038785,606,24587.84907964412,36,12.839197364300835,15,1,2,4
40,49355.53260252927,463,33111.42638391837,33,13.890275077731706,8,1,2,3
43,38466.82555153017,524,31235.223087227027,33,12.956092010700509,24,1,1,3
28,121993.3836073608,471,34899.62218099407,28,10.609415525921934,0,1,2,3
42,77707.37064513433,610,20689.87651045054,28,10.045140764630814,19,1,2,3
34,122060.84843186222,737,25710.54610065451,40,9.538039986196203,13,1,2,5
39,84285.39904563467,587,25012.746017028712,46,14.714041110542109,19,1,2,2
37,94825.1697302899,589,21843.137858321654,46,9.867583338435924,21,0,2,3
41,81562.47648979831,486,30338.070258905875,47,16.539397593057664,18,1,1,4
51,85585.51856222715,547,26021.73822690149,31,14.203430557356644,14,1,2,2
51,69618.87789997268,622,14685.866757427162,33,11.873441871587902,2,1,2,2
36,79487.70727444021,698,26562.004246304783,31,10.417816728765844,21,1,2,3
44,62634.86474506829,532,21735.51839094303,35,14.899047514352825,20,1,2,3
46,74545.37134597542,617,23181.416460578585,38,13.944384003127814,16,1,2,3
41,95509.32851626884,658,23679.17065677285,33,18.906610072638838,12,1,1,3
50,107053.39565594585,705,25575.869623830837,27,15.675652317950108,9,1,3,3
35,107357.70110540531,642,28070.769063204956,40,8.242531438531913,13,1,2,3
32,101783.516536748,604,33001.934151617854,36,19.00789712904657,17,1,2,2
38,109468.20229961992,527,27740.442490485795,45,15.682032594417908,29,1,1,3
43,75658.44384654035,603,12865.80493424672,36,11.18208174665692,22,1,1,3
52,54897.48720582141,502,9403.1055724507,30,11.345091822193098,13,1,2,3
43,54112.91112974777,574,14954.477779528694,50,14.157053223092104,24,1,1,2
40,88365.09426847116,502,27931.841727750223,37,15.038490655164964,9,1,1,3
35,65411.37839696791,562,16416.908237509917,43,11.696492663842164,15,1,2,3
36,68519.0641951098,691,18742.61776574206,41,15.207336819326551,19,0,2,2
36,98522.44348231154,444,20381.91635195886,43,18.12201031649518,5,1,1,3
30,97668.23844812265,567,26057.53208288052,37,10.145475363693905,8,1,2,2
47,89937.62933196043,511,26485.99327067886,46,16.974882709593466,25,1,2,3
41,77608.85125938233,621,11025.514819977598,32,17.27234510995976,13,1,2,3
25,106190.88365110352,650,34955.252169494284,40,15.01569751412999,16,1,2,3
36,84075.82093053497,775,31633.319420441872,34,15.004334705313372,19,1,2,3
44,101892.29910316426,447,28359.087644908937,56,17.308323775639977,25,1,2,4
32,82670.00661727795,733,33750.935951298656,33,12.432900562944091,21,1,2,4
51,86592.03862940989,577,18779.606059672784,40,18.897516704880232,23,1,2,3
43,79703.82259787046,650,23821.60758225585,29,19.2808843562108,21,1,1,3
43,66601.61810847474,561,14640.996849207986,30,12.8689971041106,10,1,2,3
50,22190.3795800354,487,35456.47719680332,27,13.685226109065315,18,1,3,3
45,103858.85868320886,586,14257.56856972073,33,16.807685005808928,13,1,1,2
45,87239.6727767435,525,21433.87162412089,45,12.113892861051086,18,1,2,3
36,110918.67109224052,544,28574.356005882782,35,10.373784396026815,11,1,2,3
42,74218.66533047272,316,32476.521250884874,37,18.7008471779372,17,0,1,3
31,107401.84196137112,492,27325.149059128504,39,14.977750132477547,15,1,1,3
34,85107.2210327317,584,25003.69532370263,32,16.50964059051224,25,1,1,3
48,48996.38190832306,616,28852.425946596013,22,14.285108838991396,25,1,2,2
43,61042.32706821186,479,32582.939626038733,39,13.049783434602686,27,1,1,3
41,73680.73431401842,628,19138.46778974716,50,15.447335348210284,19,1,2,1
44,71261.86465785006,608,24368.34770718613,33,16.16321612462837,17,1,2,3
55,46644.05215318631,705,14572.792242041973,44,11.5250228006932,23,1,1,2
43,60523.91578438794,648,17853.35780431578,39,11.233037490189236,18,1,2,3
47,94664.80498431434,616,18895.820170475883,31,16.65309441557228,17,1,2,2
49,65159.058941332834,710,24708.17947698582,21,11.898903646104356,25,1,2,4
50,81239.94632493617,484,32119.22522784032,43,16.1812896425848,28,1,2,3
52,57575.20278293863,602,12930.090289343623,47,12.09893469905352,15,1,2,2
45,62542.63739143916,592,21052.37766021397,34,12.850971585036625,17,1,2,3
48,87659.24087086073,609,19299.05459083893,41,10.55450809523558,8,1,2,2
38,99231.11315655756,697,25557.35535541931,53,13.514583455003878,20,1,2,1
39,82573.95364370171,702,16029.258314853145,39,16.632939899964782,17,1,2,2
35,127599.65213151742,502,26313.056375713924,26,6.977849220342314,11,1,1,4
39,92387.76488032693,635,27828.682879103948,39,12.427479609818194,15,1,2,3
41,96231.84771629372,699,28445.548587902,33,12.105643202548809,23,1,1,3
34,94163.85709549404,632,34812.35057194997,45,10.680092194408598,4,1,2,2
31,77781.21199163485,607,32803.95585066126,34,12.631373188267936,26,1,1,2
38,116214.70426165358,639,23133.173342532533,36,14.5996603093034,25,0,1,2
40,84075.68785890896,598,16307.648265938164,59,15.287860317986414,29,1,2,1
50,78653.53258983823,527,19369.67487227232,45,19.95232593503368,14,1,2,3
37,54133.11141549258,532,29138.259541732867,41,13.993622915630445,20,1,1,3
51,87952.47207720403,509,15144.684274734924,30,17.559563586429995,17,1,2,3
38,103147.4356772316,515,37488.21022742935,47,13.663658260246876,22,1,1,4
47,94169.80776397232,552,9034.11203258888,33,7.293834025125034,9,1,3,4
40,80926.41714065662,471,29819.99255889604,45,14.25144865260506,30,1,2,4
33,120751.97948942862,565,32098.55001723745,28,16.6336924938037,21,1,1,3
54,105417.4636697318,361,24360.86869588667,46,18.49519974876976,16,0,1,2
42,89016.13212611791,521,24327.593848870416,38,12.612717831435129,24,0,2,2
37,61504.878090399,490,28963.82992286041,30,8.442011017546124,17,1,1,3
32,61518.119695350055,627,35135.19861091782,44,9.354335341945411,10,1,2,2
56,69367.8713289361,638,18733.387215697043,37,12.625327698095516,16,1,2,2
20,115136.03961450583,658,41018.375982663536,27,13.657706803882302,19,1,2,3
40,94977.18053870834,592,17930.029477708922,39,18.487001860605808,16,1,2,3
45,75920.84752643146,592,23548.807736709277,34,17.8521376759105,21,1,1,3
61,73651.88276882448,513,4959.784996154038,39,20.511565118027185,11,0,3,4
54,64875.84411728256,505,23802.334208873213,33,16.316738349190263,24,0,2,3
50,120535.08753336551,585,21793.807203352422,30,10.072442136471953,9,1,2,3
54,76139.06108883585,604,17213.433807830217,27,12.383612920702292,10,1,2,2
43,66762.23347791682,392,32878.847097281425,40,17.74049590437199,18,0,2,2
34,64341.67785545757,701,20477.06729162746,50,14.647301436077257,19,1,2,1
31,98411.96896715558,757,32972.57055515077,41,6.599980030292239,13,1,2,3
47,68520.7445892973,668,7397.558050760566,44,8.482614135527067,20,0,2,3
38,89588.57938586661,441,29124.39218739178,47,19.164865682227614,12,1,1,3
40,124224.43636171069,590,20589.289436255847,44,8.533458007896815,24,0,2,3
33,78178.09210736488,702,30633.399538739333,42,10.358355365180692,23,1,2,3
34,58981.30042275381,508,28863.622853479177,40,14.417410933162426,17,1,2,3
44,92708.9640994543,590,29418.741086315527,42,17.966525169955048,21,1,1,2
25,89015.12011787809,627,34117.519130703025,34,16.73162872370455,17,1,2,2
45,62243.49509489561,565,39033.50963455147,28,13.32220548503794,24,1,2,2
31,104974.3800356597,696,32971.49745310776,41,15.527075812632289,20,1,2,3
43,100765.00374492748,561,28162.83011669082,27,15.07629470297896,18,1,2,2
40,89049.26280932536,746,29706.082829843494,21,9.29201779661406,20,1,2,4
44,73110.98053552571,424,29626.663848390843,36,15.237636479728703,10,0,1,3
49,77674.60066795169,392,37126.40163976397,36,13.711764885994064,15,0,1,2
40,83333.36482026783,482,25192.40361118686,36,11.536147582566782,17,1,2,4
42,104498.52292875956,582,24254.44699393109,48,18.49891186050126,18,1,1,3
49,68994.93999950442,619,29090.841605259506,29,11.625578272583745,17,1,2,2
45,65794.81646295016,595,26365.991622858903,37,20.78205870326253,17,1,0,4
44,93748.30969668488,524,23098.83529447392,43,18.52926640536817,19,1,2,2
37,73583.08522792888,536,39482.58716276479,40,12.764882248734326,24,1,1,3
47,124371.04410888796,617,16813.765539707252,49,16.208469322744783,15,1,2,2
32,89645.47659320905,635,32981.405690256885,36,10.363751929195184,14,1,2,3
35,89134.1365484451,669,26997.091885937312,39,9.29906574332399,18,1,2,3
27,125103.0141467345,512,30836.01465943517,23,15.408199051851136,16,1,1,3
43,117284.8067228264,672,25289.249242298734,31,12.01317092787156,22,1,1,3
45,71394.07209557432,510,28862.2834045292,34,16.501151400802517,25,1,2,2
51,101955.75204651398,505,13029.935493291468,35,16.824655910461203,11,1,1,2
43,72732.2922102839,715,26039.154311981376,51,15.18941690802174,17,1,1,1
35,77775.82484266716,524,24641.714631680206,42,13.136538761156444,18,1,2,4
60,89073.99049168952,576,31326.558964348333,25,11.62587693602386,15,1,1,2
35,90557.53885230828,580,21112.341560153745,30,17.587599832589365,13,1,1,3
37,75921.12921838302,545,12419.758380072226,32,14.833739071066889,21,0,2,3
47,48518.81956627224,633,35046.59358685425,25,11.95438460180785,19,1,2,2
36,116112.50291118106,577,23212.696698439555,41,11.740915532436311,18,1,2,3
34,83170.34337820463,465,24208.535177351765,35,17.986714158314797,18,1,2,2
47,71184.98079612864,568,31243.30275767769,31,15.043061862890882,22,1,2,2
39,74557.59235777042,496,27677.74419633829,44,12.822548225300729,23,1,2,3
30,88236.44022224734,539,37535.731817472406,22,13.225686205112934,17,1,2,2
38,103362.4860015436,573,19470.880522112544,42,12.626411412029812,21,1,1,4
54,89804.26996339654,576,21359.361417592398,33,14.871272285926931,17,1,2,2
28,100525.7609227619,629,33034.59573050414,30,6.442295481563996,14,1,2,3
29,118416.0018884018,524,29964.25830519304,52,13.440819527250811,30,1,2,3
38,107319.20639421884,567,21654.834223614267,38,13.406217519909656,12,1,2,3
42,98401.96610057204,650,26067.93525015785,36,13.51864773697726,18,1,2,3
44,87874.51666151061,538,26482.09211049817,40,16.243920647474397,22,1,2,3
37,65966.6949464675,580,20332.435828305843,37,13.808998903262523,2,1,2,3
46,92418.23720530469,561,24241.559735221097,35,16.282528782113992,19,1,2,2
38,104113.26675650776,549,25110.423582038304,30,10.747012137340652,13,1,2,3
42,108533.5245250704,447,24160.131549115296,43,11.513174865730502,16,1,2,3
47,115471.5830471878,600,23831.069414225472,36,10.952906740540447,15,1,2,3
50,89624.22825667504,532,31740.139398728526,46,19.1973349310193,22,1,1,2
44,63261.57610472385,527,23020.051211394744,45,11.203505400066664,17,1,2,3
34,114579.6327308208,537,33695.21508931095,51,14.81511428794673,23,1,1,4
52,80174.79884625596,625,17994.559895545437,42,13.645859592326609,22,1,1,2
49,56710.97928998759,531,20112.48661961568,37,15.754277570321849,26,1,2,3
39,104559.71956677434,572,23411.071722570425,38,10.948153216956651,16,0,2,3
52,88015.14419901429,647,23589.87379216254,28,14.063198889573709,24,1,2,2
30,103912.85684999872,656,32924.43297819769,33,14.271607129017871,17,1,2,3
40,113177.67815983016,510,26971.95613224308,42,15.96449522911854,17,1,2,2
40,112591.73160536031,586,23449.35185240049,38,16.37616516131434,16,1,2,4
44,74783.80529188461,579,24358.208921413487,26,14.283154944864092,14,1,2,2
39,90191.7956467493,664,21889.139048503177,32,10.100993668831466,12,1,2,3
37,87483.76964184457,508,18821.79872999592,41,12.093784019110478,22,1,2,3
50,67443.34178212946,535,26660.930870885502,37,17.496622864876464,24,1,1,3
49,93419.18084418256,457,32707.04292543088,52,16.175085582493253,30,1,1,4
35,88908.94565065387,500,40248.55713413494,49,13.52407605200548,27,1,1,3
46,77726.54436101121,598,14265.995127901044,43,11.877736091390949,19,1,2,3
31,74734.64363062507,577,28607.40045197649,37,12.707199530082764,24,1,1,2
35,104180.5425375065,579,22026.777984311968,26,13.901539462385866,20,1,2,3
29,124242.17096519787,712,33294.55267382925,39,14.68955607090566,18,1,2,3
43,120166.926732445,531,24018.610526349723,34,12.391924877746998,15,1,2,3
46,86564.08717916171,693,26815.379368904887,37,14.94834320340833,18,1,2,2
40,91874.35653729788,483,23041.680363660507,35,13.201528094015814,10,1,2,4
35,110717.14316867478,575,27821.87082456701,33,17.786394895064177,16,1,2,4
54,98300.95266900932,521,23316.755151845377,36,13.031145762343552,10,1,1,2
34,111551.99367004904,649,26083.18312783478,34,12.031492538163196,25,1,1,4
43,104764.31991029967,461,26509.049335278367,43,17.053731607976996,13,1,1,1
