Age,Income,Credit Score,Loan Amount,Loan Term,Interest Rate,Employment Length,Home Ownership,Marital Status,Dependents,Loan Default
34,55289.20009202885,544,33166.94802148215,41,8.629684940883571,16,1,2,2,1
31,93292.41401253919,613,23134.483864743608,37,15.526005649701188,13,1,1,4,0
48,108518.4566021576,484,18653.715120272496,44,10.859483448835057,23,1,2,3,0
32,77266.05753241343,675,24496.27350633573,47,12.974053112573046,24,1,2,3,1
30,86648.10695977788,657,36146.191253524106,27,12.334208904635608,22,1,2,3,1
48,100520.60303565982,493,25245.131222621978,43,11.290912759559522,21,1,2,3,0
51,74057.65701740407,742,19694.14022381921,38,11.496970619505396,17,1,1,2,0
38,67566.97614990335,536,24887.126579728847,50,11.190070769952769,14,1,2,2,0
28,69739.15633901965,703,32690.109615232075,41,13.710605344485758,25,2,2,2,1
48,74110.72405741768,640,16503.53106488009,35,15.488794910743204,8,1,2,1,0
30,92524.10807430766,480,25071.26540858477,40,18.412285979480927,16,1,2,2,1
48,81242.82179778555,654,26410.019886915707,34,17.154234634439533,19,1,1,2,0
23,95338.53374372586,628,24199.39337757333,37,11.496368922001835,19,1,1,3,0
41,97302.88784340012,529,35297.195345667955,45,12.954674306657651,24,1,1,2,0
38,37693.07806880676,581,22265.030308983136,40,15.231936314841612,13,1,2,2,0
41,65403.757421243674,626,29664.029405128367,26,14.324714810711175,15,1,2,3,1
42,107731.27887963035,575,26374.851703920693,40,10.08130125997916,16,1,2,3,0
49,68994.93999950442,619,29090.841605259502,29,11.625578272583743,17,1,2,2,1
42,62565.71724830866,551,28103.289269775203,36,16.630624793444603,25,1,1,2,0
33,136588.606349635,585,30096.27183941922,44,13.100557011112777,19,1,1,2,1
39,67420.03010089239,497,39087.05242525938,42,14.299724345742414,26,1,1,3,0
45,94683.717088201,503,26045.873418134623,25,15.692395431550855,24,1,1,3,1
48,101043.58233410607,500,21609.157838944524,36,16.051288632859283,16,1,2,2,1
41,101051.69589747221,575,21828.05475218828,32,13.294408378073365,11,1,2,3,0
48,140539.8342511907,634,18156.356705052007,34,13.703105470700665,11,1,2,3,1
52,76842.19511820172,542,18673.11661707408,43,19.654426167253042,13,1,2,3,0
50,119138.55580628918,617,18507.87774170333,26,13.613065168885038,11,1,2,3,1
30,88871.65827967023,551,23707.54312209153,45,12.229034497976604,9,1,3,3,0
38,60147.909288983996,601,18326.68011805481,44,17.98810421901584,20,1,1,1,0
50,86590.49390961512,574,35821.99367943182,31,13.88464302014007,20,1,1,2,1
52,87558.12591252844,566,17278.068674001723,35,19.875242794797447,25,1,2,3,0
32,85853.30223004225,532,35780.42632846235,34,13.66487016072512,20,1,1,2,1
35,39107.37791128644,456,40040.84088189365,31,13.4547715497243,8,1,2,3,1
39,126843.91901473996,591,29082.05357008425,27,14.252878930316083,9,1,2,4,1
44,82569.88995659177,587,25905.50460597383,40,17.642043153765247,18,1,1,3,0
39,105481.1738971611,667,32217.81168770224,32,10.629092060250322,11,1,2,3,1
41,103641.77497207715,639,12084.839736763794,39,18.397304177717885,15,1,2,3,0
45,49799.59485954563,521,32845.50139449982,31,12.936295546611257,8,1,2,3,1
37,135992.12233222395,515,19088.764796034735,41,15.243225712478727,10,1,2,4,1
37,67660.12238268227,650,31398.414027062594,45,17.47394659103327,19,1,1,2,0
36,76774.06425502543,700,22053.956111741954,43,15.793263932198075,11,1,1,1,0
36,46515.48449281152,675,33481.00796875439,19,11.846154604376448,16,1,3,3,1
27,85083.06223581106,627,32422.37597779584,35,14.711620937898195,17,1,0,3,0
41,89690.35259147915,637,17612.998789670117,42,11.683086215564403,16,1,3,2,0
60,81132.39711786652,605,13881.162826076357,50,12.439480845964171,25,1,2,2,0
38,89257.20282910277,569,28175.961400910015,39,12.805102066890331,14,1,2,3,0
47,116558.32913002935,499,30168.38953453688,50,17.91972544587856,21,1,1,4,0
41,49452.70650266104,628,26881.67276424355,25,13.739407625387518,14,1,2,3,1
40,84638.79201048623,553,23798.80025280445,34,16.016419296120283,16,1,2,2,1
27,100702.3573265007,694,32375.977000802475,26,8.105267637075347,17,1,2,4,1
56,89649.4308766164,460,34907.58281564112,37,12.00219489041019,7,1,1,2,1
47,97828.18361618319,556,29309.704762387963,38,14.51474101088557,27,0,2,2,0
36,116656.46624450492,709,32741.76344380679,22,12.311768738474706,17,1,2,4,1
39,96424.37703187224,500,29937.25605936868,39,17.841371127756,18,1,1,3,1
44,110007.832791442,535,18986.913132281392,26,12.267642001392186,18,1,1,4,1
47,64650.17254194159,433,37047.82652947668,34,14.47371979930313,12,1,2,3,1
55,106311.37685071213,641,14411.132855939872,42,9.05807902337488,19,1,2,2,0
46,86314.26316289061,517,29095.95000303012,31,15.527049734421533,15,1,2,2,1
36,101383.43690267626,586,31571.904213174646,32,11.387401442426684,17,1,1,3,1
50,63835.28628707971,532,20552.77536531438,28,11.064540796917159,6,1,3,3,1
42,106628.33194913366,575,22331.189153303687,46,17.708334910507396,25,1,1,3,0
55,73280.0401207392,728,20175.800525695082,38,12.149516800479052,11,1,2,2,0
47,91019.65276337086,567,28891.717248365705,38,17.33394625174129,26,1,2,2,1
44,102014.10799843792,480,29673.87481591561,39,16.654199643306164,13,1,1,2,1
42,104498.52292875957,582,24254.446993931095,48,18.49891186050126,18,1,1,3,0
33,38921.71529094371,562,33896.74495141527,25,15.796207477964538,13,1,2,4,1
48,81617.0328737915,598,17886.961023139072,36,19.130563214962834,23,1,1,3,0
34,90056.45796088841,681,21504.262002425137,43,12.271393561213957,16,1,2,3,1
42,86610.78062712315,571,25935.554124265916,31,16.38729559901823,16,1,1,3,1
38,86310.1602829148,539,25338.54907719817,27,17.579696561108197,19,1,2,2,1
33,105580.43146134155,667,33220.281771814094,37,12.663308449936022,13,1,2,3,1
47,52970.0163318201,549,36596.275406918154,20,13.415106176457146,24,1,2,2,1
41,96231.84771629372,699,28445.548587901998,33,12.105643202548809,23,1,1,3,1
48,65688.27341109494,637,20792.843397365796,36,13.96072953692718,14,1,2,2,0
37,117853.75644349829,681,29481.375781653802,42,15.755567948249107,13,1,2,3,1
46,96004.44058069043,566,15462.410116064564,42,12.710827329789325,22,1,2,3,0
33,66608.46108397254,704,37361.521272419806,31,7.38302728387505,15,1,2,3,1
41,107887.85613885833,644,23555.27770351794,33,11.072240805518012,21,1,2,3,1
46,82515.353124251,427,37393.352308781476,46,14.096521956377643,39,1,1,4,0
36,82124.48741479928,597,26596.247736789766,32,10.989925360901388,20,1,2,3,1
45,101581.91093103962,487,25838.31445911738,37,16.55719994395852,17,1,1,2,1
30,92896.76224754573,545,27553.617421831084,41,12.889780858005048,17,1,1,3,1
37,70605.38445935043,455,35456.410458405786,47,11.691206329316907,34,1,1,3,0
53,88086.49402036321,453,30789.79569671897,27,17.296102142916876,25,1,1,2,1
49,100876.08026930754,463,26590.247834255628,30,16.779046333336513,13,1,1,3,1
33,92094.66581904078,564,34678.90360394492,20,13.431716400319692,19,1,2,3,1
49,93134.51564250204,634,23520.20620605276,29,11.874481347256292,13,1,2,3,1
45,66555.6496907309,545,34726.922956715294,40,17.76049356905699,27,1,0,2,0
43,106575.20778469769,571,26667.0712040331,33,14.72030522002963,9,1,2,3,1
46,82026.85644467451,660,40321.144196579444,35,16.916456732660194,15,1,1,2,0
56,108184.08262131715,480,30965.263505817795,44,17.31110288570827,25,1,2,4,0
37,83039.31814431843,567,22655.88633153174,45,12.508267129099442,11,1,2,3,1
45,106579.14755161536,617,24130.371255881808,37,14.727331157335934,18,1,2,3,0
47,51669.30966264631,465,36678.419076463826,29,14.71398554380006,20,0,2,3,1
53,84034.63938600119,580,24845.249776568737,30,14.168249121965694,15,1,2,2,1
38,96509.2772981215,574,26305.990613314578,36,15.256584231126078,9,1,2,2,0
46,102501.56637347964,627,26952.36580046503,36,9.861238014839977,15,1,2,3,0
37,113685.43444230911,594,28803.569804963285,24,13.989615679224991,20,1,2,3,1
42,89017.798940958,596,31257.50146745009,25,11.211656363731915,13,1,2,3,1
40,100618.98156369379,577,24548.889832355835,45,16.71932515906355,15,1,2,3,1
43,83292.37995972659,619,25920.74240843782,38,18.125435113457677,16,1,1,2,0
47,53081.80487405561,431,34219.006310727935,46,15.354471317566938,32,1,1,3,0
41,107003.1157038785,606,24587.84907964412,36,12.839197364300837,15,1,2,4,1
35,88555.39547380662,535,23374.697225184842,41,18.710967990545637,25,1,3,2,1
36,109695.59121073024,586,21877.156456576467,53,10.417762463681402,11,1,2,2,0
51,86592.03862940989,577,18779.606059672784,40,18.897516704880232,23,1,2,3,0
32,97430.53227289027,537,28931.04688223034,26,15.657176679852732,15,1,2,3,1
37,73583.08522792888,536,39482.58716276479,40,12.764882248734326,24,1,1,3,0
43,82825.10045506724,526,26116.442739668102,41,15.34662027095793,20,1,1,4,0
41,69876.59536544126,414,31729.654422463016,29,17.39604484564063,16,0,1,4,1
50,90047.01232818146,503,22690.68637529154,35,11.001757028900224,19,1,2,4,0
39,83749.12739703874,545,28831.478450636067,46,15.35196801935546,19,1,1,3,0
46,92418.23720530469,561,24241.559735221097,35,16.282528782113992,19,1,2,2,1
53,73741.735062951,608,17329.218343196153,33,21.137652286846105,16,0,1,2,0
33,35240.06584182385,657,27546.292604315397,20,13.301895980276795,11,1,3,3,1
40,101648.7041545347,566,25875.510396460282,52,12.675699558556738,24,1,1,3,0
51,69618.87789997268,622,14685.866757427162,33,11.873441871587902,2,1,2,2,0
50,90153.75231670873,516,27666.112637302325,35,16.856882114182397,29,1,2,2,1
47,68520.7445892973,668,7397.558050760566,44,8.482614135527067,20,0,2,3,0
38,100654.22057712768,570,18010.083321585134,31,14.90009099588441,25,1,1,4,1
52,80883.7136508572,431,34745.563900365065,26,12.917945457509532,12,1,1,2,1
45,69200.31490137316,599,23437.615211056876,29,16.02828088300378,19,0,1,2,0
40,92527.54219357453,454,30637.576528691672,46,15.645298167893445,7,1,2,3,1
45,61516.19546265867,479,24036.22029245361,32,13.424565102875713,30,1,2,3,0
40,115981.90914937253,592,26540.347074694022,43,18.78457015653367,20,1,1,3,0
41,103187.07938713617,727,29220.24282397391,38,11.861157441179467,18,1,2,2,1
40,103409.09387732895,680,20206.429880280426,42,16.63697226361605,14,1,2,3,1
28,92749.65393406044,639,38635.204461770096,39,19.508614797795726,14,1,1,2,0
34,91988.59350393216,563,28121.630954458018,32,14.389531779281896,22,1,1,3,1
52,96260.87283508337,526,25516.903728111425,38,16.226067344497544,26,0,1,3,0
43,85927.00376167131,666,28358.16493394937,48,13.638723166674897,20,1,2,2,0
62,101390.63844216614,521,18287.615189538923,29,15.047589188474442,17,1,1,1,1
38,116214.70426165358,639,23133.173342532533,36,14.5996603093034,25,0,1,2,0
44,65351.89768701614,563,19457.92859489953,37,15.280603130865432,17,1,3,3,1
44,71261.86465785006,608,24368.34770718613,33,16.16321612462837,17,1,2,3,1
40,72039.8652470597,540,25517.4090206136,41,15.678940580613169,18,1,1,3,0
48,64456.01717012479,300,37976.45082387373,33,13.898493246850775,8,0,1,2,1
49,85126.69480156305,635,20676.588667189193,35,15.320433795299426,14,1,2,3,1
34,95050.52286083091,608,34005.69657606569,25,11.288955174793193,21,1,1,3,1
43,61727.695434557434,564,23095.357792497158,37,16.111118351011676,24,1,1,3,0
51,101955.75204651398,505,13029.935493291468,35,16.824655910461203,11,1,1,2,1
33,83949.49719555609,562,32199.33940641681,42,13.940489693259103,29,1,1,3,0
35,78670.47671046789,702,29991.213233323582,35,15.793681759846026,28,1,2,3,1
29,124242.17096519787,712,33294.55267382925,39,14.689556070905661,18,1,2,3,1
49,75451.15253929942,518,24191.378920334224,39,17.91774419183836,26,1,1,4,0
36,97568.63655498698,489,29471.678419647506,46,10.830390420566534,24,1,2,3,0
34,94650.55016769406,594,22913.396291890054,47,13.091798310167668,11,1,3,2,0
40,91874.35653729789,483,23041.680363660507,35,13.201528094015814,10,1,2,4,1
35,76930.8580997221,695,29966.96285376405,38,10.44955987317119,18,1,2,4,1
33,114238.32455544944,486,26614.159075270527,29,9.623936384187466,10,1,2,3,1
39,79891.40144091955,564,20042.10636053177,37,19.019331451909736,17,1,2,2,0
44,56702.57887001317,680,26105.87730054302,34,9.096201842076631,15,1,3,3,1
38,76729.13602947982,475,29251.619348246735,48,11.484999599149223,24,1,2,3,0
43,82292.76777974586,425,41512.655382094905,45,11.556745222170964,40,1,1,3,0
37,61504.878090399,490,28963.82992286041,30,8.442011017546124,17,1,1,3,1
35,60715.90031845561,528,32241.17482497769,25,17.3638523389116,21,1,2,3,1
50,90323.06815463632,585,15804.665704191544,38,13.28339161066144,18,1,2,2,0
41,73294.3562312228,566,21300.236637560905,35,14.056315295123392,14,1,2,3,0
47,62631.771303964066,408,36404.415460599485,26,15.148058228991827,17,0,1,3,1
43,100495.16189978017,445,24691.986217452013,36,17.929880604101506,17,1,1,2,1
41,81685.77476122328,494,25004.39612376142,39,14.393286246643449,9,1,2,3,1
49,74916.56203945528,558,24487.470086231606,40,16.605583747908263,17,1,1,2,0
24,111338.66966231247,556,26872.525686468656,37,12.660141529821232,22,2,1,4,1
54,97117.32091188505,530,25238.379890685464,30,15.761612351898046,28,1,2,1,1
29,113228.55008555234,517,36489.221021690806,30,13.812557608400732,11,1,1,3,1
44,57906.474699507504,610,19792.98809890696,35,17.388946204696907,12,1,1,2,0
40,70603.53600810509,729,23362.710849592335,32,13.553737881694865,17,1,3,2,1
38,72156.19744152945,634,18399.220269403915,26,14.557777122923897,19,1,1,3,0
48,96756.27508179267,557,30099.12729018242,41,16.381083954040427,22,1,1,3,0
45,72308.08013296692,658,10439.775620119912,40,12.146162366600661,16,1,2,2,0
46,83640.29087339302,559,31395.654866345907,29,15.151273783421127,23,1,2,2,1
38,99231.11315655755,697,25557.35535541931,53,13.514583455003878,20,1,2,1,0
46,87837.8296699958,569,13949.617223062833,33,17.037716590043246,10,1,2,3,1
41,86594.4824168958,699,27093.62055809522,34,14.118506466780843,26,1,2,3,1
39,93901.18152829376,583,21052.107983946928,28,10.518651638973369,21,1,2,4,1
27,104233.78806932904,650,31390.00616620833,40,14.477823387518374,20,1,2,3,1
53,124328.77272076026,587,25249.831403339987,46,9.204319250224383,23,1,1,3,0
49,75956.37118970681,700,23253.876075475186,44,13.177563860234569,16,1,1,1,0
47,93296.19322536362,496,21722.082060642686,33,16.22121303035999,17,1,1,1,1
34,111160.5558339348,689,34684.00386762691,40,17.561472665565248,11,1,1,1,0
32,111680.47943565022,504,28801.6230732727,36,13.024166639079452,11,1,2,3,1
33,82787.1061166118,600,25498.280681572254,39,12.647592588180844,27,1,1,3,1
47,39747.17528384074,559,12398.067539577016,32,11.367798636227569,12,1,2,3,0
30,120723.22814795835,615,33858.58377437019,34,14.805305039587633,12,1,2,3,1
41,40661.86616777994,526,30653.30690935023,35,16.58913969556705,26,1,1,3,0
41,81562.47648979831,486,30338.070258905875,47,16.539397593057664,18,1,1,4,0
47,83425.85894034832,475,35653.02700780054,47,17.046142329094486,30,1,1,4,0
40,118250.9993457446,607,26120.759908472035,32,19.962993582907433,22,1,2,3,1
40,62197.492586261076,520,36677.89069940264,34,15.487989927452219,27,1,2,2,1
58,112839.93944436239,563,14630.466658989488,44,7.7032457712529965,27,0,2,3,0
45,74171.87338777469,470,14122.268518036937,47,15.405874259378562,24,1,2,2,0
48,48996.38190832306,616,28852.425946596013,22,14.285108838991396,25,1,2,2,1
39,91506.57602008156,628,20739.088039981994,47,13.755237981369456,23,1,2,2,0
49,82213.24693724429,581,20544.91693434553,37,16.783775011631576,20,1,2,2,1
29,134170.21643877553,533,32765.753294880255,30,16.365724395440257,12,1,1,3,1
44,74270.82536302062,491,26027.302444614972,43,16.373120416561868,29,1,1,4,0
52,71996.74657297425,402,33346.45140220531,32,13.785701487619658,13,1,1,2,1
46,87889.95818065952,460,30276.477609796184,48,15.267983395655486,28,1,2,4,0
49,66788.71383706166,524,25100.218519280108,32,13.843752514252609,27,1,2,4,0
41,99812.46648325308,541,26231.274188307678,32,7.117359413068039,7,1,2,3,1
44,61906.531683728484,500,38009.994792722566,41,14.59250069814287,25,1,1,3,0
45,59778.742874671836,416,36265.8724611715,31,13.394084876112938,11,0,2,3,1
49,92960.32808485103,551,9313.540699510497,55,12.594869929128915,28,1,2,2,0
42,103575.63214584744,622,24699.053277169,34,11.703036632316202,9,1,3,4,1
25,134248.65315937338,581,37278.316878613114,39,14.974855515730956,16,1,1,3,1
40,71123.26539919159,438,29493.212591989457,27,18.92624638483142,19,1,1,3,1
37,71102.21133453825,498,29933.88991954651,39,15.449996991114727,10,1,2,3,1
39,85323.81899426616,576,23948.309656980367,44,8.954458571544716,17,1,2,3,0
34,104804.71656627234,506,32182.67510460614,33,14.687344893746744,15,1,2,3,1
32,83584.13489882968,655,31891.95483847295,33,11.772462678595284,18,1,2,3,1
46,76577.35110768196,562,6216.555833090267,40,10.907668591520562,16,1,2,2,0
41,116494.49550081806,611,26840.673904112904,45,8.340837859219715,17,0,2,3,0
45,69256.1735654624,554,29658.162927050907,33,16.81706415526775,24,1,1,3,0
44,94772.14684261079,671,26433.174871480118,46,13.399948775937114,11,1,1,1,0
42,73954.12152237288,505,32262.23460359251,36,13.44327645015941,12,1,2,2,1
27,114803.3699549556,696,36443.81305388496,34,6.7904748435233255,12,1,2,3,1
43,88843.09085782831,429,17010.39338420668,20,12.869567207306229,22,1,1,3,1
49,75977.61573179567,548,29719.33062736697,33,15.045722093720427,28,1,1,3,0
44,83515.92353542178,466,34297.639560569616,50,15.703400695733002,30,1,1,3,0
46,93968.93359855167,575,12716.345582900874,31,12.143357845808273,16,0,2,3,0
43,66931.83449318989,572,23945.284216618205,34,18.755606232248006,25,1,1,3,0
43,93869.7408778944,683,20480.9606908079,43,8.52980125013599,11,1,2,3,0
41,61048.26236973919,687,24609.792392076375,43,14.495589867571613,11,1,1,1,0
42,102890.4119670362,668,19451.875328323495,46,15.38355437437161,22,1,2,3,1
40,106987.41925079798,619,19584.285565682254,39,17.397314116323226,19,1,1,3,0
42,85307.9548619662,556,30561.46689757028,40,13.449838327704166,16,1,1,3,0
48,110650.96511310307,535,22891.504819756676,43,12.319474309250843,17,1,2,2,0
34,103765.0906628587,622,23001.647775418387,44,16.714540461505305,19,1,2,2,0
59,63101.66271444598,537,25632.52864369427,34,19.05258883085475,17,0,1,3,0
40,107655.67775352864,634,25413.26780082292,37,15.058627404251839,17,1,2,3,1
42,104509.07181867647,530,33801.18033003765,45,15.257534894084872,26,1,2,3,0
46,65547.08808413218,533,28898.76522173361,34,14.83228616459204,19,1,2,3,1
30,97991.16737081752,576,33093.19151657152,37,12.585820273649603,6,1,2,3,0
44,70290.08979211203,528,29972.092486635698,35,14.605749045787672,23,1,1,3,0
36,76720.87200477932,522,22005.371251495282,33,12.499039991879274,14,1,2,3,0
35,105837.38460670678,597,22019.34827067728,40,11.754012491534159,17,1,2,3,0
34,111551.99367004904,649,26083.18312783478,34,12.031492538163196,25,1,1,4,1
43,92712.79816760765,593,31222.378162754252,41,16.33309654021491,22,1,1,2,0
43,55468.41566302424,585,17925.455703279837,36,10.424975383193962,7,1,2,3,0
49,67740.38476762582,515,32992.31987085987,42,18.452959187214688,25,1,1,4,0
35,54369.263158791626,640,26550.511569240003,45,13.474401392316892,18,1,2,2,0
28,112773.2566988485,585,38252.71576778059,33,13.024454534974742,14,1,2,2,1
43,92793.2472482776,628,25900.629170395572,27,13.577501801540164,24,1,2,3,1
31,113843.29140952845,654,22354.934415349806,54,19.82148186448054,25,1,3,2,1
41,79717.71367237158,494,23921.30217000877,34,17.93472759308932,19,1,2,2,1
48,92880.60971727464,604,22169.479527284162,28,15.123055554399613,27,1,1,4,1
37,89031.97396533599,544,20892.26156508213,31,18.011730874642666,19,1,2,2,1
36,100973.54393506113,706,25571.122595776123,49,14.643064432010856,20,1,2,4,1
47,75662.46558108208,501,32209.488684597967,40,13.167161781598336,29,1,1,2,0
48,64273.11804961436,471,28829.557045482637,36,13.336999092685652,23,0,2,4,0
50,59976.36584236777,640,10205.195223369721,56,10.726420769549906,17,1,2,1,0
44,109570.50919682108,495,19846.889835835103,34,17.537776693523423,13,1,1,2,1
50,82364.64266908568,617,20378.46864337349,36,11.994615973549896,23,1,1,3,0
44,62357.16380572386,556,21873.899039791988,40,13.836357207167215,14,1,2,3,0
37,88621.88118297936,551,29301.081911593188,41,14.265207911085907,30,1,1,2,0
41,79923.31939626837,515,33116.49666612866,39,15.80888192896278,17,1,2,2,1
42,96507.59859817105,566,23150.03429982518,40,18.240018947889403,18,1,1,4,0
50,77489.86373171103,512,23951.270575970644,32,11.789368863742473,21,1,1,4,0
36,98522.44348231154,444,20381.91635195886,43,18.12201031649518,5,1,1,3,1
29,87828.31067012195,611,31983.44890284023,37,13.285948038065433,22,1,1,2,1
37,92497.21746143771,449,30008.00620970209,47,16.88733887546004,22,1,2,1,1
38,89318.04975249505,675,29960.656166667104,24,9.94349506191718,22,1,2,3,1
47,109453.37547053143,472,37047.519555014165,52,14.654107392907699,27,0,1,3,0
37,94529.0788470772,527,26806.701698717337,40,17.134765494127954,12,1,2,2,1
35,57820.78131151033,586,29064.686402271826,37,9.058582001507377,15,1,2,3,1
43,65870.9832680024,590,19444.469350054864,31,16.447895645912872,13,1,2,2,0
35,77775.82484266716,524,24641.714631680206,42,13.136538761156443,18,1,2,4,0
41,77608.85125938233,621,11025.514819977598,32,17.27234510995976,13,1,2,3,0
47,84003.96135498668,608,17235.724935465732,33,12.473724084447962,22,1,2,4,1
44,90218.34161767975,639,17840.293833304382,47,12.647241916224923,21,0,2,2,0
40,89049.26280932536,746,29706.082829843494,21,9.292017796614061,20,1,2,4,1
32,96436.05889827239,575,26555.09101332491,30,17.761583016846657,18,1,2,3,1
40,82224.95628734116,628,25834.068387948904,21,16.94543197584042,16,1,1,3,1
37,83306.43679655882,550,30889.800240816738,24,13.743832387875573,21,1,1,3,1
33,86820.87322299751,640,23707.375591892232,34,19.267482399725814,22,1,2,3,1
46,79539.38482353817,547,18164.658012261993,35,13.110711112243168,10,1,2,3,0
44,101507.40716942196,543,24350.15850224622,38,18.361656570794462,19,1,1,2,1
49,67897.49560448033,460,37615.499521633144,45,14.600875472685942,27,1,1,3,0
36,89156.3224993286,614,20956.91443515968,39,15.671976123517943,16,1,2,3,0
38,100456.69884875578,603,29522.63374460046,51,17.38323193217326,16,1,2,3,1
43,79286.68155858926,640,26355.226741452272,22,12.969984681901673,18,1,2,4,1
51,73816.16115999219,617,17570.769234217812,35,11.332387916909106,17,1,2,3,0
50,50645.66161815838,742,11201.522944537573,35,12.109821621991337,18,0,2,2,0
43,71207.04262239227,482,34982.534231957114,32,13.811017368094006,15,1,2,2,1
52,52658.371802244554,547,21862.52939996966,33,18.544176702567057,18,1,1,3,0
34,139935.00961401805,427,24182.530554354442,38,14.013033309962196,5,1,1,3,1
40,63681.60860644041,650,23625.073083162046,35,9.87167451313003,20,1,2,3,1
31,72851.16576078685,576,37199.07981848814,43,17.733022764977044,19,2,0,4,0
41,81251.2907911274,636,29209.8098467301,24,10.184635388245752,17,1,2,3,1
37,81018.74734310278,581,25709.857858304575,39,16.660144550037614,18,1,1,4,0
43,87163.4555651694,607,16486.41838092031,32,12.749095727688216,15,0,2,3,0
40,92608.45820177815,608,27773.846021600526,34,13.659794917758811,22,1,1,2,1
49,89536.16699865305,660,12236.491721998553,31,20.324786684412366,12,1,1,2,0
42,69240.64196077849,487,34897.24919383,40,10.644577172344107,30,1,2,3,0
35,88908.94565065387,500,40248.55713413494,49,13.52407605200548,27,1,1,3,0
44,71860.20566109757,508,29931.00831103298,31,14.502507393074447,13,1,2,2,1
42,103518.40859403888,491,26477.92861867927,47,15.558060061043857,25,1,2,4,0
36,99795.37793305518,478,25960.55432256132,44,18.942975603660415,13,1,1,3,1
44,87657.70536260313,579,25308.62902231079,31,11.62804667808727,7,1,2,3,0
43,66601.61810847474,561,14640.996849207986,30,12.8689971041106,10,1,2,3,0
40,100716.00432545932,626,20397.68471220227,41,13.763297020947617,11,1,2,1,0
45,84944.76689218616,436,29068.455743362898,40,17.342034785143866,19,1,2,2,1
44,70253.71126564711,612,14029.06901631338,41,14.989254509341444,17,1,2,2,0
40,75195.28144797968,554,29826.69917987064,39,14.592946313707461,24,1,1,3,0
50,67443.34178212946,535,26660.930870885502,37,17.496622864876464,24,1,1,3,0
31,113247.57588311896,564,28444.074871023095,38,14.011996852028592,14,1,2,3,1
42,85546.2963550522,532,21822.06068461077,32,16.66361069158149,18,1,2,1,1
46,100519.37417037076,629,16001.751665070813,44,9.842920523242167,19,1,2,2,0
36,88144.15657217837,548,30163.86581892788,41,13.411578991869595,24,1,2,3,0
50,89624.22825667504,532,31740.139398728526,46,19.1973349310193,22,1,1,2,0
27,135526.7985245394,516,31955.390344962245,28,16.11358512200725,14,1,1,3,1
37,111364.26751331835,526,28149.848749629033,24,12.838719119290596,9,1,2,3,1
41,63000.761109998304,657,17207.904514017704,37,15.220440141577303,9,1,2,2,0
45,114928.69346201669,565,22669.59779994753,48,17.234330938355598,15,1,1,2,1
44,95700.29737667317,564,19894.230537292588,41,15.768454529407727,18,1,2,3,0
54,69250.41733926177,490,31133.290460547945,39,16.32466343188087,23,0,1,3,0
39,82056.3347526101,489,17243.030897815937,47,14.423902002858595,13,1,2,3,0
34,106604.01090839268,605,26858.861055400856,36,13.632987978663774,13,1,2,3,1
40,76121.8076284983,468,28224.690259362163,30,16.388163784851656,17,1,2,2,1
42,88753.78987099572,679,22575.586349068122,38,10.909948252809992,13,1,2,4,1
32,78964.39248690923,564,27724.254859985445,40,16.65369341065499,8,1,2,4,1
45,72496.22516726932,543,23874.016178916947,40,16.179327213950103,20,1,2,3,0
41,70837.48000197922,520,26184.107563948644,40,16.901499619278763,12,1,2,3,1
