LPC_outlet_temperature,HPC_outlet_temperature,LPT_outlet_temperature,Bypass_duct_pressure,HPC_outlet_pressure,Physical_fan_speed,Physical_core_speed,HPC_outlet_static_pressure,Fuel_flow_ratio,Corrected_fan_speed,Bypass_ratio,Bleed_enthalpy,HPT_cool_air_flow,LPT_cool_air_flow,Maintenance_Status
642.5,1587.57,1401.83,21.61,554.21,2388.02,9053.71,47.22,521.89,2388.0,8.4322,392,38.94,23.3923,0
642.46,1591.63,1411.44,21.61,553.26,2388.06,9067.24,47.39,521.7,2387.97,8.4551,393,38.8,23.2247,0
641.88,1588.12,1398.95,21.61,554.66,2388.0,9059.01,47.15,522.01,2387.98,8.3869,393,38.9,23.3644,0
642.82,1587.98,1413.99,21.61,553.2,2388.16,9053.77,47.61,521.85,2388.08,8.4692,393,38.77,23.2208,0
642.2,1593.28,1406.18,21.61,554.03,2388.05,9065.39,47.36,521.82,2388.01,8.4495,392,38.9,23.2925,0
642.28,1589.41,1410.42,21.61,553.71,2388.08,9052.67,47.54,522.62,2388.08,8.4366,393,38.76,23.2805,1
642.52,1595.92,1401.31,21.61,554.4,2388.08,9070.59,47.39,521.62,2388.05,8.4331,392,38.78,23.4594,1
642.07,1588.61,1404.4,21.61,554.95,2388.06,9055.95,47.43,522.2,2388.05,8.374,393,38.94,23.2229,1
642.07,1591.21,1402.25,21.61,553.95,2388.03,9070.55,47.38,521.93,2388.08,8.4077,393,39.1,23.2931,0
642.66,1589.43,1407.43,21.61,554.27,2388.03,9055.68,47.4,521.65,2388.07,8.4423,392,38.97,23.3531,0
641.82,1585.83,1395.31,21.61,555.07,2388.11,9059.19,47.38,522.87,2387.97,8.3813,393,38.98,23.409,0
642.16,1586.05,1400.94,21.61,554.7,2388.01,9071.83,47.3,522.32,2387.98,8.4171,391,39.05,23.3678,0
642.45,1586.99,1409.58,21.61,552.85,2388.17,9053.17,47.58,521.5,2388.2,8.4443,393,38.84,23.1659,0
642.23,1578.93,1398.67,21.61,554.36,2388.01,9065.7,47.26,522.55,2388.0,8.3986,393,39.06,23.3523,0
643.01,1592.68,1411.43,21.61,553.53,2388.14,9059.76,47.73,521.09,2388.09,8.4528,393,38.95,23.2095,0
642.28,1586.23,1394.06,21.61,554.31,2388.02,9067.37,47.04,522.52,2387.98,8.4156,390,39.03,23.3913,0
642.33,1583.15,1400.1,21.6,554.15,2388.0,9067.25,47.14,522.13,2387.98,8.3887,392,38.86,23.5318,0
642.38,1592.26,1393.79,21.61,554.12,2388.0,9065.3,47.05,522.1,2387.94,8.3714,391,39.07,23.4292,0
641.83,1584.92,1394.93,21.61,555.18,2387.97,9067.64,47.1,522.39,2388.03,8.3592,392,39.16,23.3222,0
642.82,1586.98,1409.82,21.61,553.22,2388.16,9057.93,47.64,521.25,2388.14,8.4321,393,38.77,23.2288,0
642.37,1576.02,1400.48,21.61,554.75,2388.01,9052.35,47.05,522.48,2388.03,8.4202,391,39.25,23.5002,0
642.62,1593.33,1410.48,21.61,553.22,2388.15,9037.22,47.39,521.33,2388.16,8.4621,395,38.9,23.1745,1
642.2,1583.65,1397.34,21.61,555.22,2388.03,9060.7,47.19,522.22,2388.02,8.4391,392,39.19,23.3999,0
642.17,1591.59,1407.38,21.61,553.18,2388.15,9053.35,47.64,521.07,2388.14,8.4657,394,39.05,23.2332,1
641.94,1580.42,1400.8,21.61,554.18,2388.05,9056.99,47.1,522.0,2388.08,8.3738,392,38.79,23.3514,0
643.03,1590.29,1405.09,21.61,552.78,2388.11,9049.45,47.59,521.42,2388.21,8.4355,391,38.86,23.3061,0
642.3,1584.65,1397.85,21.61,554.06,2388.02,9073.92,47.35,522.19,2388.01,8.4253,393,38.86,23.2876,0
642.29,1593.7,1403.14,21.61,554.86,2388.09,9051.91,47.32,522.49,2387.95,8.4243,392,39.01,23.474,0
643.14,1593.91,1407.38,21.61,553.82,2388.15,9055.31,47.6,520.91,2388.16,8.4577,395,38.71,23.2325,0
642.45,1594.46,1404.03,21.61,553.37,2388.07,9056.97,47.36,521.02,2388.11,8.4857,394,38.97,23.2528,0
642.56,1598.29,1416.27,21.61,553.28,2388.14,9060.21,47.81,521.14,2388.17,8.4774,396,38.8,23.1921,0
642.21,1590.16,1403.25,21.61,553.21,2388.16,9054.6,47.74,521.74,2388.12,8.4291,393,38.8,23.3327,0
642.66,1590.22,1414.82,21.61,553.4,2388.13,9069.08,47.65,521.26,2388.13,8.4568,394,38.63,23.2355,1
641.85,1598.39,1404.29,21.61,553.28,2388.08,9060.27,47.34,521.11,2388.07,8.413,393,39.02,23.4099,0
641.64,1578.53,1398.74,21.61,553.95,2388.04,9053.44,47.09,522.68,2387.99,8.4251,391,38.93,23.353,0
641.27,1581.56,1397.13,21.61,554.59,2388.02,9055.79,47.21,522.32,2388.0,8.3709,391,39.12,23.3881,0
642.7,1591.15,1402.51,21.61,552.9,2388.14,9047.69,47.48,521.43,2388.15,8.4478,393,38.89,23.4636,0
642.61,1586.78,1401.55,21.61,552.8,2388.11,9055.03,47.56,521.97,2388.11,8.4377,392,38.89,23.2869,0
643.14,1590.58,1402.33,21.61,553.27,2388.07,9056.51,47.67,521.64,2388.08,8.4546,393,39.03,23.2444,1
642.13,1591.67,1408.51,21.61,553.68,2388.08,9069.56,47.6,520.97,2388.12,8.4565,394,38.68,23.3718,1
642.04,1586.81,1402.46,21.61,553.47,2388.08,9047.97,47.49,521.71,2388.09,8.4178,392,38.71,23.2137,0
642.56,1593.73,1406.86,21.61,552.35,2388.16,9053.6,47.58,521.19,2388.19,8.4793,394,38.72,23.2077,0
642.24,1590.04,1410.09,21.61,554.48,2388.1,9043.82,47.63,521.68,2388.13,8.4387,393,38.62,23.3443,0
642.06,1584.35,1394.71,21.61,554.05,2388.02,9065.57,47.11,522.53,2388.02,8.3987,390,39.02,23.445,0
642.2,1588.38,1408.43,21.61,554.02,2388.03,9062.48,47.46,521.77,2388.08,8.387,391,38.77,23.2774,0
642.62,1596.08,1407.35,21.61,552.84,2388.16,9053.49,47.64,520.94,2388.16,8.4416,395,38.89,23.2047,1
642.17,1595.63,1408.2,21.61,553.07,2388.1,9054.88,47.62,521.17,2388.08,8.4117,394,38.92,23.3562,0
642.48,1590.69,1401.2,21.61,554.19,2388.02,9063.7,47.19,522.25,2387.96,8.3848,390,39.11,23.465,0
642.73,1594.18,1404.4,21.61,554.05,2388.13,9046.86,47.46,521.43,2388.11,8.426,393,38.8,23.3724,0
642.7,1581.77,1395.37,21.61,555.13,2387.93,9058.36,47.15,522.7,2388.02,8.3578,390,38.94,23.4023,0
642.94,1591.19,1400.27,21.61,555.13,2387.96,9076.81,47.41,521.74,2388.03,8.413,392,38.94,23.2972,1
642.75,1590.28,1399.81,21.61,553.4,2388.02,9050.19,47.22,521.35,2388.01,8.4252,391,38.95,23.289,0
641.57,1580.98,1395.96,21.6,554.8,2388.0,9057.55,47.1,522.84,2387.94,8.4018,391,39.05,23.6184,0
642.49,1585.81,1404.96,21.61,553.8,2388.06,9068.11,47.3,521.63,2388.02,8.3956,393,39.05,23.3515,0
642.29,1584.89,1399.92,21.61,554.95,2387.98,9059.47,47.29,522.32,2388.02,8.412,392,38.92,23.3207,1
642.55,1589.6,1404.22,21.61,553.81,2387.99,9078.83,47.44,522.32,2388.01,8.4063,393,38.86,23.3346,1
643.05,1586.76,1411.6,21.61,552.88,2388.14,9044.05,47.56,521.89,2388.15,8.455,393,38.87,23.1114,1
642.04,1588.7,1400.63,21.61,553.71,2388.07,9065.16,47.45,522.25,2388.06,8.4137,394,38.97,23.2225,0
642.73,1589.36,1403.55,21.61,554.14,2388.09,9064.35,47.34,522.24,2388.07,8.4226,393,39.0,23.3125,1
642.04,1597.54,1396.92,21.61,553.77,2388.08,9053.46,47.28,521.71,2388.12,8.3942,393,38.94,23.3897,1
642.18,1587.24,1397.63,21.6,554.75,2388.02,9062.42,47.16,522.25,2387.99,8.4122,392,39.02,23.3853,0
642.36,1582.22,1402.36,21.61,554.21,2388.0,9058.55,47.22,522.2,2388.01,8.4075,393,39.17,23.4617,0
642.6,1587.84,1406.72,21.61,553.76,2388.06,9053.41,47.41,522.27,2388.08,8.4176,393,38.88,23.3038,0
642.33,1599.75,1405.7,21.61,552.96,2388.1,9052.15,47.64,521.66,2388.12,8.4277,395,38.66,23.2367,0
642.66,1592.1,1404.21,21.61,552.16,2388.16,9044.63,47.55,521.59,2388.18,8.4391,393,38.62,23.2922,0
642.79,1586.79,1411.73,21.61,552.97,2388.1,9061.57,47.7,520.85,2388.16,8.4352,394,38.71,23.4115,1
642.21,1587.94,1410.34,21.61,553.84,2388.03,9060.51,47.34,521.89,2388.02,8.4027,392,38.91,23.287,0
642.34,1588.33,1408.75,21.61,553.57,2388.02,9060.37,47.28,521.46,2388.06,8.4023,393,38.88,23.3595,0
643.1,1592.38,1404.64,21.61,553.86,2388.05,9065.99,47.69,522.17,2388.1,8.4304,393,38.9,23.3282,1
642.24,1582.51,1400.54,21.61,554.26,2388.03,9063.34,47.41,521.92,2388.06,8.3974,393,39.02,23.4015,0
642.08,1586.08,1399.6,21.61,553.51,2388.01,9067.87,47.45,522.16,2388.07,8.4342,392,38.77,23.2637,0
642.43,1589.3,1405.85,21.61,554.02,2388.11,9059.86,47.54,521.61,2388.12,8.4211,391,38.73,23.244,0
642.34,1587.17,1413.98,21.61,553.25,2388.1,9078.15,47.4,521.03,2388.04,8.4525,392,38.82,23.331,1
643.11,1587.97,1417.39,21.61,552.21,2388.13,9063.2,47.83,519.89,2388.15,8.4419,394,38.8,23.2338,1
643.13,1590.06,1414.61,21.61,552.88,2388.08,9080.73,47.77,520.48,2388.1,8.4731,396,38.54,23.3148,1
641.89,1586.5,1404.07,21.61,553.66,2388.09,9052.17,47.46,521.3,2388.1,8.4235,394,38.75,23.261,0
642.86,1588.05,1407.54,21.61,553.01,2388.11,9061.87,47.35,521.81,2388.08,8.442,392,38.95,23.3168,0
642.51,1585.7,1403.51,21.61,554.37,2388.12,9042.53,47.39,522.17,2388.12,8.4436,392,38.81,23.4113,0
643.16,1596.23,1410.47,21.61,553.39,2388.09,9058.84,47.73,520.13,2388.16,8.4682,392,38.76,23.2738,1
642.25,1580.94,1410.33,21.61,553.31,2388.1,9076.1,47.55,521.57,2388.14,8.4663,393,38.87,23.2168,1
642.39,1585.49,1405.87,21.61,553.01,2388.03,9067.2,47.35,521.39,2388.07,8.4572,395,39.02,23.3337,1
642.48,1589.61,1408.72,21.61,553.52,2388.09,9046.44,47.47,521.8,2388.07,8.4349,392,38.67,23.3019,0
642.2,1594.87,1412.42,21.61,553.26,2388.06,9058.45,47.51,521.86,2388.14,8.4227,393,38.86,23.2675,0
642.47,1584.26,1408.68,21.61,553.11,2388.12,9057.75,47.6,521.52,2388.07,8.4326,393,38.84,23.3267,0
643.01,1593.52,1402.8,21.61,553.64,2388.13,9054.31,47.55,521.17,2388.09,8.4335,393,38.81,23.3705,0
643.21,1591.89,1410.02,21.61,552.55,2388.12,9054.4,47.86,520.78,2388.13,8.4574,394,38.74,23.3392,1
642.73,1574.58,1398.92,21.61,553.9,2388.06,9055.03,47.31,521.89,2388.08,8.4061,394,39.08,23.4057,0
642.86,1583.54,1394.31,21.61,554.63,2388.0,9058.86,46.94,521.96,2387.96,8.39,391,39.01,23.5182,0
642.17,1594.05,1404.28,21.61,553.45,2388.07,9060.47,47.45,521.62,2388.11,8.4803,393,38.92,23.1655,0
642.51,1589.15,1395.3,21.61,553.68,2388.07,9060.95,47.35,522.01,2388.09,8.4054,392,38.79,23.4098,1
642.1,1588.23,1401.58,21.61,553.76,2388.09,9048.62,47.5,521.87,2388.05,8.4395,392,39.01,23.3604,0
643.06,1595.02,1409.99,21.61,553.04,2388.1,9046.45,47.65,521.22,2388.18,8.4307,395,38.74,23.2343,0
642.41,1585.34,1395.56,21.61,553.7,2388.0,9068.63,47.31,522.01,2388.02,8.4309,392,39.04,23.4298,1
642.22,1589.63,1411.35,21.61,554.22,2388.07,9045.72,47.64,521.55,2388.08,8.4241,392,38.93,23.409,1
642.54,1590.73,1409.08,21.61,553.73,2388.08,9060.44,47.47,521.6,2388.05,8.4626,394,38.84,23.3491,0
641.37,1575.73,1392.55,21.61,554.73,2388.02,9057.34,47.25,522.0,2388.0,8.4164,394,39.06,23.5283,0
642.61,1585.01,1405.59,21.61,553.95,2388.07,9050.26,47.38,521.24,2388.09,8.395,392,38.98,23.4455,0
642.36,1585.89,1407.83,21.61,553.99,2388.1,9078.76,47.51,521.76,2388.03,8.416,392,38.9,23.3162,1
642.56,1588.92,1410.89,21.61,552.87,2388.14,9062.07,47.66,521.11,2388.14,8.4372,393,38.67,23.2237,0
643.2,1591.71,1411.12,21.61,553.11,2388.15,9048.98,47.75,521.5,2388.14,8.4579,394,38.73,23.2031,1
642.15,1582.11,1397.45,21.61,554.53,2388.04,9058.93,47.11,522.59,2388.06,8.403,392,39.11,23.3996,0
642.37,1585.87,1399.05,21.6,554.18,2388.07,9058.28,47.14,522.58,2388.01,8.4164,392,38.91,23.4303,0
642.72,1592.6,1408.81,21.61,553.95,2388.1,9049.67,47.41,521.5,2388.16,8.4346,393,38.76,23.2738,0
642.8,1587.21,1417.91,21.61,552.07,2388.07,9062.83,47.72,521.46,2388.18,8.4855,393,38.8,23.2418,1
642.55,1583.99,1396.19,21.61,554.93,2388.03,9059.58,47.26,522.2,2388.02,8.3672,392,39.21,23.4079,0
642.96,1590.48,1408.62,21.61,553.67,2388.07,9060.8,47.21,521.88,2388.07,8.4173,393,38.9,23.4905,0
642.55,1596.99,1410.26,21.61,553.38,2388.09,9048.68,47.44,521.83,2388.13,8.4466,395,38.69,23.3378,0
641.96,1591.02,1399.34,21.61,554.21,2388.04,9055.48,47.22,522.28,2388.06,8.4069,393,39.11,23.3104,0
642.65,1589.07,1408.18,21.61,554.16,2388.04,9053.58,47.26,521.67,2388.08,8.4391,394,38.93,23.447,0
642.48,1594.0,1403.91,21.61,553.26,2388.07,9066.75,47.54,521.5,2388.05,8.4339,393,38.96,23.3141,0
642.85,1597.51,1414.31,21.61,552.44,2388.08,9072.89,47.73,521.36,2388.12,8.4636,393,38.79,23.2286,1
642.03,1590.31,1401.05,21.61,554.24,2388.08,9066.94,47.32,521.63,2387.99,8.4146,393,38.94,23.3673,0
642.65,1591.24,1410.43,21.61,554.63,2388.05,9067.1,47.42,521.63,2388.06,8.4561,393,38.94,23.3097,0
642.65,1585.09,1409.02,21.61,554.64,2388.02,9068.72,47.36,521.12,2388.07,8.439,392,38.97,23.445,0
642.72,1597.55,1405.38,21.61,553.7,2388.17,9048.64,47.51,521.46,2388.08,8.4451,394,38.79,23.295,0
643.07,1584.65,1404.88,21.61,553.73,2388.1,9046.14,47.54,521.78,2388.18,8.4442,394,38.91,23.2717,0
642.67,1588.24,1409.04,21.61,554.23,2388.06,9056.0,47.38,521.62,2388.07,8.3979,393,38.86,23.3228,0
642.23,1585.36,1404.41,21.61,553.44,2388.1,9052.87,47.39,522.08,2388.04,8.4029,393,38.86,23.4146,0
642.73,1587.9,1415.3,21.61,552.76,2388.07,9063.95,47.53,522.26,2388.12,8.4129,393,38.73,23.3053,1
641.95,1588.83,1402.95,21.61,554.36,2388.07,9061.0,47.37,522.0,2388.04,8.4196,392,39.06,23.3386,0
642.92,1594.01,1413.4,21.61,553.42,2388.11,9059.41,47.52,521.07,2388.12,8.4333,393,38.68,23.2313,0
642.59,1591.45,1403.31,21.61,553.92,2388.15,9068.6,47.55,521.87,2388.05,8.4189,393,39.07,23.3385,1
642.48,1581.84,1407.96,21.61,553.1,2388.07,9063.83,47.6,521.55,2388.07,8.416,394,38.89,23.2802,0
642.08,1588.75,1397.63,21.61,554.94,2387.94,9071.39,47.34,522.02,2387.99,8.419,390,38.93,23.404,0
642.07,1576.2,1406.53,21.61,554.25,2388.02,9060.91,47.21,522.1,2387.97,8.3708,391,39.21,23.3286,0
642.44,1581.24,1396.97,21.61,553.29,2388.08,9058.92,47.39,521.65,2388.04,8.3664,392,39.06,23.4386,0
642.16,1586.02,1403.38,21.61,553.77,2388.07,9056.67,47.5,522.0,2388.14,8.4437,393,38.97,23.3935,0
642.13,1579.33,1402.04,21.6,554.93,2388.03,9071.25,47.13,521.69,2388.02,8.4216,392,38.92,23.422,0
642.63,1590.4,1407.24,21.61,553.46,2388.17,9049.23,47.53,520.93,2388.14,8.4324,392,38.85,23.2718,0
642.33,1592.81,1401.04,21.61,554.22,2388.04,9066.3,47.51,521.62,2388.11,8.4557,393,38.94,23.3575,0
642.56,1586.05,1402.05,21.61,553.76,2388.0,9062.87,47.28,521.78,2388.05,8.3975,392,39.1,23.381,0
642.73,1588.86,1411.02,21.61,552.62,2388.2,9051.14,47.6,521.11,2388.13,8.4699,393,38.75,23.348,1
642.6,1578.09,1408.77,21.61,553.4,2388.14,9047.16,47.52,521.49,2388.13,8.4407,393,38.8,23.3825,0
642.18,1588.27,1398.2,21.61,554.79,2388.02,9058.06,47.41,522.34,2388.0,8.4073,391,39.0,23.385,0
642.59,1599.05,1407.12,21.61,552.65,2388.16,9078.77,47.48,521.27,2388.12,8.4463,393,38.88,23.3437,1
643.26,1587.58,1415.41,21.61,553.6,2388.03,9086.43,47.44,520.99,2388.05,8.471,395,38.77,23.2206,1
642.05,1590.72,1409.83,21.61,553.76,2388.09,9039.34,47.57,521.46,2388.18,8.4686,396,39.11,23.2168,0
642.43,1585.06,1397.98,21.61,554.69,2388.01,9049.58,47.46,521.84,2388.08,8.4052,393,39.18,23.5008,0
643.02,1581.67,1408.27,21.61,553.78,2388.05,9053.97,47.2,522.04,2388.04,8.4122,392,38.94,23.3609,0
642.82,1587.87,1403.56,21.61,552.75,2388.02,9067.0,47.41,521.61,2388.04,8.4179,393,38.84,23.2739,1
642.6,1593.15,1416.94,21.61,553.0,2388.12,9037.97,47.86,520.47,2388.15,8.4379,395,38.65,23.2834,0
642.93,1587.17,1400.51,21.61,553.65,2388.06,9050.9,47.31,521.09,2388.13,8.43,393,38.85,23.2657,0
642.96,1589.26,1416.0,21.61,552.83,2388.08,9069.37,47.52,522.15,2388.09,8.4416,392,38.82,23.2726,0
642.46,1584.32,1409.2,21.61,553.92,2388.09,9056.49,47.42,522.4,2388.0,8.398,391,38.85,23.3323,0
